t,sensor_type,sensor_id,vehicle_id_oracle,global_track_id,x,y,speed_mps,heading_rad,sigma_m,sigma_v,confidence,snr,accepted,skipped,skip_reason,update_kind,kalman_t,kalman_row_index
15.5662,DAS,das1,veh1,T000001,120.3528,-30.2498,11.2341,-0.0452,0.3000,12.8093,0.8509,45.6552,1,0,,position+velocity,15.5662,1345
15.6058,DAS,das1,veh1,T000001,121.5030,-30.4997,29.7060,-0.2140,0.3000,12.8688,0.8661,51.7341,1,0,,position+velocity,15.6058,1349
15.6455,DAS,das1,veh1,T000001,122.5059,-30.1607,26.6650,0.3259,0.3000,12.8433,0.8912,65.5175,1,0,,position+velocity,15.6455,1353
15.6830,DAS,das1,veh1,T000001,122.1176,-30.1157,10.4214,3.0261,0.3000,13.5930,0.8995,71.6317,1,0,,position+velocity,15.6830,1356
15.7200,DAS,das1,veh1,T000001,123.5194,-30.0881,37.9142,0.0197,0.3000,13.7878,0.9098,80.6661,1,0,,position+velocity,15.7200,1359
15.7596,DAS,das1,veh1,T000001,123.5493,-30.3106,5.6674,-1.4372,0.3000,12.8715,0.8813,59.3725,1,0,,position+velocity,15.7596,1363
15.7992,DAS,das1,veh1,T000001,124.3319,-30.8692,24.2692,-0.6200,0.3000,12.8708,0.8745,55.7382,1,0,,position+velocity,15.7992,1367
15.8367,DAS,das1,veh1,T000001,125.0590,-31.9644,35.1105,-0.9847,0.3399,14.8956,0.8123,34.6266,1,0,,position+velocity,15.8367,1370
15.8762,DAS,das1,veh1,T000001,125.6767,-31.9457,15.6455,0.0302,0.3571,14.6514,0.7968,31.3736,1,0,,position+velocity,15.8762,1374
15.9156,DAS,das1,veh1,T000001,125.8547,-31.7931,5.9460,0.7091,0.3864,15.6044,0.7701,26.7923,1,0,,position+velocity,15.9156,1378
15.9539,DAS,das1,veh1,T000001,125.8518,-32.7852,25.9267,-1.5737,0.3971,16.4330,0.7602,25.3611,1,0,,position+velocity,15.9539,1381
15.9933,DAS,das1,veh1,T000001,127.0491,-32.9503,30.6268,-0.1371,0.4082,16.2901,0.7501,24.0086,1,0,,position+velocity,15.9933,1385
16.0331,DAS,das1,veh1,T000001,127.2283,-32.4390,13.6200,1.2336,0.3688,14.9156,0.7861,29.4072,1,0,,position+velocity,16.0331,1389
16.0705,DAS,das1,veh1,T000001,128.4403,-31.9931,34.5324,0.3526,0.3517,15.2991,0.8017,32.3409,1,0,,position+velocity,16.0705,1392
16.1105,DAS,das1,veh1,T000001,129.3777,-32.4232,25.7528,-0.4301,0.3328,13.7119,0.8186,36.1076,1,0,,position+velocity,16.1105,1396
16.1496,DAS,das1,veh1,T000001,129.7709,-32.5010,10.2640,-0.1954,0.3000,13.0596,0.8484,44.7682,1,0,,position+velocity,16.1496,1400
16.1896,DAS,das1,veh1,T000001,130.2336,-32.3679,12.0484,0.2801,0.3000,12.7587,0.8584,48.4944,1,0,,position+velocity,16.1896,1404
16.2292,DAS,das1,veh1,T000001,130.9896,-32.4313,19.1510,-0.0837,0.3000,12.8724,0.8510,45.6895,1,0,,position+velocity,16.2292,1408
16.2688,DAS,das1,veh1,T000001,130.9777,-32.9445,12.9394,-1.5939,0.3098,13.1437,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.3075,DAS,das1,veh1,T000001,130.6438,-33.0944,9.4706,-2.7198,0.3098,13.4915,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.3468,DAS,das1,veh1,T000001,130.7143,-32.6935,10.3442,1.3966,0.3098,13.2515,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.3872,DAS,das1,veh1,T000001,130.1486,-32.7918,14.2343,-2.9695,0.3098,12.9266,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.4268,DAS,das1,veh1,T000001,130.9714,-32.9211,21.0307,-0.1558,0.3098,13.1672,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.4661,DAS,das1,veh1,T000001,129.9975,-32.5584,26.4137,2.7851,0.3098,13.2532,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.5033,DAS,das1,veh1,T000001,130.7594,-33.1801,26.4277,-0.6844,0.3098,14.0136,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.5411,DAS,das1,veh1,T000001,129.7506,-33.3070,26.9221,-3.0165,0.3098,13.8077,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.5807,DAS,das1,veh1,T000001,130.6697,-32.8682,25.6898,0.4453,0.3098,13.1529,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.6202,DAS,das1,veh1,T000001,130.1209,-32.2951,20.1241,2.3346,0.3098,13.2236,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.6574,DAS,das1,veh1,T000001,130.1000,-32.7518,12.2727,-1.6165,0.3098,13.9978,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.6957,DAS,das1,veh1,T000001,130.2587,-33.6796,24.5812,-1.4013,0.3098,13.6177,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.7340,DAS,das1,veh1,T000001,130.8527,-32.9188,25.2248,0.9079,0.3098,13.6279,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.7714,DAS,das1,veh1,T000001,130.2314,-32.9400,16.6320,-3.1075,0.3098,13.9510,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.8106,DAS,das1,veh1,T000001,130.9874,-32.4826,22.4943,0.5442,0.3098,13.2745,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.8502,DAS,das1,veh1,T000001,130.3427,-32.8650,18.9436,-2.6063,0.3098,13.1772,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.8898,DAS,das1,veh1,T000001,131.0421,-33.0788,18.4732,-0.2967,0.3098,13.1711,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.9290,DAS,das1,veh1,T000001,130.2284,-32.0909,32.6194,2.2598,0.3098,13.2904,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
16.9684,DAS,das1,veh1,T000001,130.5974,-33.8085,44.6460,-1.3592,0.3098,13.2521,0.8390,41.6869,0,1,vehicle/track ended,skipped,,
