t,global_track_id,vehicle_id_oracle,segment_id,update_kind,true_x,true_y,true_distance_m,gps_x,gps_y,gps_distance_m,cam_x,cam_y,cam_distance_m,das_x,das_y,das_fiber_position_m,das_distance_m,x_hat,y_hat,vx_hat,vy_hat,ax_hat,ay_hat,distance_hat_m,sigma_pos_m,sigma_vel_mps,pos_err_m
9.1800,T000001,veh1,seg2,prediction_only,29.9783,-7.5624,163.7175,,,,,,,,,,,29.8170,-7.8782,12.3963,-4.8107,-4.1375,-0.0315,154.5264,0.2710,1.6082,0.3547
9.1809,T000001,veh1,seg2,position+velocity,29.9783,-7.5624,163.7175,,,,,,,30.2811,-7.4545,26.1866,164.1134,29.9995,-7.7323,13.2826,-4.0668,-1.7717,1.8578,154.7601,0.2193,1.3994,0.1712
9.1939,T000001,veh1,seg2,prediction_only,30.1522,-7.6768,163.9257,,,,,,,,,,,30.1714,-7.7848,13.2596,-4.0427,-1.7717,1.8578,154.9399,0.2338,1.4650,0.1097
9.2068,T000001,veh1,seg2,prediction_only,30.3396,-7.6889,164.1134,,,,,,,,,,,30.3430,-7.8370,13.2367,-4.0187,-1.7717,1.8578,155.1193,0.2493,1.5323,0.1481
9.2198,T000001,veh1,seg2,prediction_only,30.5463,-7.6284,164.3288,,,,,,,,,,,30.5144,-7.8889,13.2137,-3.9946,-1.7717,1.8578,155.2983,0.2659,1.6017,0.2624
9.2204,T000001,veh1,seg2,position+velocity,30.5463,-7.6284,164.3288,,,,,,,30.5894,-8.0498,26.7534,164.3288,30.5410,-7.9586,13.2841,-4.3662,-1.6389,0.8145,155.3729,0.2134,1.3884,0.3303
9.2334,T000001,veh1,seg2,prediction_only,30.7669,-7.5564,164.5609,,,,,,,,,,,30.7129,-8.0151,13.2629,-4.3556,-1.6389,0.8145,155.5539,0.2277,1.4538,0.4619
9.2463,T000001,veh1,seg2,prediction_only,30.9681,-7.5197,164.7655,,,,,,,,,,,30.8846,-8.0715,13.2417,-4.3451,-1.6389,0.8145,155.7346,0.2430,1.5210,0.5581
9.2593,T000001,veh1,seg2,prediction_only,31.0949,-7.7782,165.0533,,,,,,,,,,,31.0560,-8.1277,13.2205,-4.3345,-1.6389,0.8145,155.9150,0.2595,1.5901,0.3517
9.2600,T000001,veh1,seg2,position+velocity,31.0949,-7.7782,165.0533,,,,,,,30.5762,-7.5780,27.3220,164.3288,30.8855,-7.9262,12.2616,-3.2455,-4.2019,3.7351,156.1790,0.2105,1.3885,0.2564
9.2730,T000001,veh1,seg2,prediction_only,31.2845,-7.8491,165.2557,,,,,,,,,,,31.0440,-7.9679,12.2072,-3.1971,-4.2019,3.7351,156.3428,0.2248,1.4538,0.2682
9.2860,T000001,veh1,seg2,prediction_only,31.4863,-7.8111,165.4610,,,,,,,,,,,31.2018,-8.0090,12.1528,-3.1487,-4.2019,3.7351,156.5059,0.2402,1.5209,0.3465
9.2989,T000001,veh1,seg2,prediction_only,31.6681,-7.8490,165.6468,,,,,,,,,,,31.3589,-8.0495,12.0983,-3.1003,-4.2019,3.7351,156.6681,0.2566,1.5900,0.3686
9.3000,T000001,veh1,seg2,position+velocity,31.6681,-7.8490,165.6468,,,,,,,31.8952,-7.4450,27.8950,166.0673,31.5794,-7.8306,13.2282,-1.9389,-1.0984,6.7632,156.9789,0.2065,1.3801,0.0906
9.3130,T000001,veh1,seg2,prediction_only,31.8505,-7.9281,165.8456,,,,,,,,,,,31.7507,-7.8551,13.2140,-1.8513,-1.0984,6.7632,157.1519,0.2206,1.4450,0.1236
9.3259,T000001,veh1,seg2,prediction_only,32.0604,-7.8570,166.0673,,,,,,,,,,,31.9218,-7.8785,13.1997,-1.7637,-1.0984,6.7632,157.3246,0.2359,1.5118,0.1403
9.3389,T000001,veh1,seg2,prediction_only,32.2797,-7.7533,166.3098,,,,,,,,,,,32.0927,-7.9008,13.1855,-1.6761,-1.0984,6.7632,157.4969,0.2523,1.5805,0.2382
9.3397,T000001,veh1,seg2,position+velocity,32.2797,-7.7533,166.3098,,,,,,,32.0935,-8.0326,28.4642,166.0673,32.0913,-7.9657,13.0848,-2.0512,-1.4371,5.6510,157.5618,0.1988,1.3548,0.2839
9.3527,T000001,veh1,seg2,prediction_only,32.4133,-8.0531,166.6381,,,,,,,,,,,32.2607,-7.9918,13.0662,-1.9780,-1.4371,5.6510,157.7332,0.2126,1.4191,0.1645
9.3657,T000001,veh1,seg2,prediction_only,32.5378,-8.3151,166.9281,,,,,,,,,,,32.4299,-8.0170,13.0476,-1.9048,-1.4371,5.6510,157.9042,0.2275,1.4851,0.3171
9.3786,T000001,veh1,seg2,prediction_only,32.7205,-8.3427,167.1129,,,,,,,,,,,32.5988,-8.0412,13.0289,-1.8316,-1.4371,5.6510,158.0749,0.2436,1.5532,0.3252
9.3797,T000001,veh1,seg2,position+velocity,32.7205,-8.3427,167.1129,,,,,,,31.6332,-8.3142,29.0365,165.8456,32.3138,-8.1246,11.3847,-2.2676,-5.8831,4.4643,158.3718,0.2067,1.3933,0.4615
9.3927,T000001,veh1,seg2,prediction_only,32.9012,-8.4318,167.3143,,,,,,,,,,,32.4608,-8.1536,11.3085,-2.2097,-5.8831,4.4643,158.5217,0.2213,1.4583,0.5209
9.4056,T000001,veh1,seg2,prediction_only,33.0387,-8.6423,167.5658,,,,,,,,,,,32.6068,-8.1818,11.2323,-2.1519,-5.8831,4.4643,158.6704,0.2369,1.5250,0.6313
9.4186,T000001,veh1,seg2,prediction_only,33.2130,-8.7105,167.7530,,,,,,,,,,,32.7518,-8.2093,11.1561,-2.0941,-5.8831,4.4643,158.8180,0.2537,1.5937,0.6811
9.4194,T000001,veh1,seg2,position+velocity,33.2130,-8.7105,167.7530,,,,,,,33.3450,-8.7198,29.6044,167.7530,32.9357,-8.3470,12.1465,-2.8234,-3.1155,2.5185,159.0477,0.2194,1.4416,0.4572
9.4324,T000001,veh1,seg2,prediction_only,33.4472,-8.5888,168.0169,,,,,,,,,,,33.0928,-8.3834,12.1061,-2.7908,-3.1155,2.5185,159.2090,0.2349,1.5073,0.4096
9.4453,T000001,veh1,seg2,prediction_only,33.6170,-8.6412,168.1946,,,,,,,,,,,33.2494,-8.4193,12.0657,-2.7581,-3.1155,2.5185,159.3696,0.2514,1.5748,0.4293
9.4566,T000001,veh1,seg2,position+velocity,33.8203,-8.4828,168.4524,,,,,,,33.5031,-9.1987,30.1370,167.7530,33.4197,-8.7212,12.1839,-4.1644,-2.7784,-1.2247,159.7163,0.2143,1.4069,0.4662
9.4696,T000001,veh1,seg2,prediction_only,34.0151,-8.5209,168.6508,,,,,,,,,,,33.5773,-8.7753,12.1479,-4.1802,-2.7784,-1.2247,159.8829,0.2292,1.4714,0.5064
9.4826,T000001,veh1,seg2,prediction_only,34.1531,-8.7328,168.9037,,,,,,,,,,,33.7344,-8.8295,12.1119,-4.1961,-2.7784,-1.2247,160.0491,0.2452,1.5378,0.4297
9.4941,T000001,veh1,seg2,position+velocity,34.2820,-8.8424,169.0729,,,,,,,34.7321,-9.0780,30.6730,169.6653,34.1383,-8.9299,13.4912,-4.4592,0.9444,-1.8141,160.4653,0.2191,1.4192,0.1682
9.5071,T000001,veh1,seg2,prediction_only,34.4489,-8.9931,169.2978,,,,,,,,,,,34.3132,-8.9878,13.5034,-4.4827,0.9444,-1.8141,160.6495,0.2343,1.4840,0.1359
9.5200,T000001,veh1,seg2,prediction_only,34.6144,-9.0045,169.4636,,,,,,,,,,,34.4882,-9.0460,13.5156,-4.5062,0.9444,-1.8141,160.8339,0.2505,1.5507,0.1328
9.5324,T000001,veh1,seg2,position+velocity,34.8131,-8.9701,169.6653,,,,,,,34.6229,-9.0239,31.2192,169.4636,34.6311,-9.0732,13.3660,-4.3685,0.4303,-1.3703,160.9794,0.2226,1.4246,0.2092
9.5453,T000001,veh1,seg2,prediction_only,34.9580,-9.2032,169.9398,,,,,,,,,,,34.8043,-9.1299,13.3715,-4.3863,0.4303,-1.3703,161.1616,0.2379,1.4895,0.1703
9.5583,T000001,veh1,seg2,prediction_only,35.1184,-9.3271,170.1426,,,,,,,,,,,34.9776,-9.1869,13.3771,-4.4040,0.4303,-1.3703,161.3440,0.2542,1.5562,0.1988
9.5701,T000001,veh1,seg2,position+velocity,35.2634,-9.3847,170.2985,,,,,,,35.5054,-8.9521,31.7577,170.2985,35.2353,-9.1625,13.9084,-4.0203,1.8092,-0.3290,161.6029,0.2332,1.4601,0.2239
9.5830,T000001,veh1,seg2,prediction_only,35.4201,-9.5681,170.5397,,,,,,,,,,,35.4157,-9.2146,13.9319,-4.0246,1.8092,-0.3290,161.7906,0.2490,1.5259,0.3534
9.5960,T000001,veh1,seg2,prediction_only,35.6343,-9.4753,170.7731,,,,,,,,,,,35.5963,-9.2668,13.9553,-4.0288,1.8092,-0.3290,161.9787,0.2659,1.5934,0.2120
9.6089,T000001,veh1,seg2,prediction_only,35.8183,-9.4980,170.9585,,,,,,,,,,,35.7772,-9.3190,13.9788,-4.0331,1.8092,-0.3290,162.1670,0.2838,1.6629,0.1837
9.6097,T000001,veh1,seg2,position+velocity,35.8183,-9.4980,170.9585,,,,,,,36.0021,-9.6717,32.3234,170.9585,35.8457,-9.4307,14.2658,-4.6070,2.5144,-1.8452,162.2980,0.2417,1.4825,0.0727
9.6226,T000001,veh1,seg2,prediction_only,36.0429,-9.4030,171.2024,,,,,,,,,,,36.0307,-9.4905,14.2983,-4.6309,2.5144,-1.8452,162.4924,0.2579,1.5486,0.0883
9.6356,T000001,veh1,seg2,prediction_only,36.2184,-9.4582,171.3864,,,,,,,,,,,36.2161,-9.5507,14.3309,-4.6548,2.5144,-1.8452,162.6874,0.2751,1.6165,0.0925
9.6486,T000001,veh1,seg2,prediction_only,36.4425,-9.3238,171.6477,,,,,,,,,,,36.4020,-9.6111,14.3635,-4.6787,2.5144,-1.8452,162.8828,0.2933,1.6864,0.2902
9.6491,T000001,veh1,seg2,position+velocity,36.4425,-9.3238,171.6477,,,,,,,35.9763,-9.3065,32.8855,171.2024,36.2406,-9.4904,13.4923,-4.0352,0.2438,-0.1465,163.0843,0.2353,1.4442,0.2617
9.6620,T000001,veh1,seg2,prediction_only,36.5777,-9.4711,171.8476,,,,,,,,,,,36.4154,-9.5427,13.4954,-4.0371,0.2438,-0.1465,163.2668,0.2508,1.5095,0.1774
9.6750,T000001,veh1,seg2,prediction_only,36.7221,-9.6258,172.0593,,,,,,,,,,,36.5903,-9.5950,13.4986,-4.0390,0.2438,-0.1465,163.4493,0.2673,1.5766,0.1353
9.6862,T000001,veh1,seg2,position+velocity,36.8775,-9.7587,172.2638,,,,,,,36.7061,-10.4004,33.4142,172.2638,36.7360,-9.8670,13.4892,-5.1992,0.2470,-3.1457,163.7578,0.2400,1.4619,0.1782
9.6991,T000001,veh1,seg2,prediction_only,37.0780,-9.7773,172.4651,,,,,,,,,,,36.9108,-9.9346,13.4924,-5.2399,0.2470,-3.1457,163.9452,0.2557,1.5277,0.2295
9.7121,T000001,veh1,seg2,prediction_only,37.2886,-9.6968,172.6906,,,,,,,,,,,37.0856,-10.0027,13.4956,-5.2807,0.2470,-3.1457,164.1328,0.2724,1.5954,0.3672
9.7250,T000001,veh1,seg2,prediction_only,37.4718,-9.7279,172.8764,,,,,,,,,,,37.2604,-10.0714,13.4988,-5.3214,0.2470,-3.1457,164.3207,0.2902,1.6651,0.4033
9.7260,T000001,veh1,seg2,position+velocity,37.4718,-9.7279,172.8764,,,,37.6652,-9.6585,173.0764,37.9021,-9.9118,33.9826,173.2650,37.4919,-9.9667,14.5657,-4.6917,2.9042,-1.3211,164.5747,0.2240,1.3512,0.2396
9.7390,T000001,veh1,seg2,prediction_only,37.6712,-9.7427,173.0764,,,,,,,,,,,37.6808,-10.0275,14.6033,-4.7088,2.9042,-1.3211,164.7732,0.2379,1.4131,0.2850
9.7519,T000001,veh1,seg2,prediction_only,37.8594,-9.7564,173.2650,,,,,,,,,,,37.8702,-10.0887,14.6409,-4.7260,2.9042,-1.3211,164.9723,0.2528,1.4770,0.3324
9.7649,T000001,veh1,seg2,prediction_only,38.0978,-9.5668,173.5697,,,,,,,,,,,38.0602,-10.1500,14.6786,-4.7431,2.9042,-1.3211,165.1719,0.2688,1.5430,0.5844
9.7658,T000001,veh1,seg2,position+velocity,38.0978,-9.5668,173.5697,,,,,,,37.9893,-9.9846,34.5497,173.2650,38.0317,-10.0912,14.4411,-4.4375,2.2116,-0.5565,165.2372,0.2159,1.3414,0.5285
9.7788,T000001,veh1,seg2,prediction_only,38.3145,-9.5091,173.7939,,,,,,,,,,,38.2190,-10.1487,14.4698,-4.4447,2.2116,-0.5565,165.4331,0.2296,1.4043,0.6468
9.7917,T000001,veh1,seg2,prediction_only,38.4997,-9.5241,173.9798,,,,,,,,,,,38.4066,-10.2064,14.4984,-4.4519,2.2116,-0.5565,165.6293,0.2442,1.4692,0.6885
9.8047,T000001,veh1,seg2,prediction_only,38.6861,-9.5402,174.1669,,,,,,,,,,,38.5946,-10.2641,14.5271,-4.4591,2.2116,-0.5565,165.8260,0.2599,1.5361,0.7296
9.8054,T000001,veh1,seg2,position+velocity,38.6861,-9.5402,174.1669,,,,,,,38.8724,-10.1125,35.1134,174.1669,38.7150,-10.2069,15.0867,-4.1653,3.6685,0.1819,165.9593,0.2042,1.3217,0.6673
9.8184,T000001,veh1,seg2,prediction_only,38.9168,-9.4234,174.4255,,,,,,,,,,,38.9108,-10.2608,15.1342,-4.1629,3.6685,0.1819,166.1623,0.2174,1.3852,0.8374
9.8313,T000001,veh1,seg2,prediction_only,39.1000,-9.4492,174.6105,,,,,,,,,,,39.1071,-10.3147,15.1818,-4.1605,3.6685,0.1819,166.3660,0.2317,1.4505,0.8656
9.8443,T000001,veh1,seg2,prediction_only,39.3070,-9.4083,174.8215,,,,,,,,,,,39.3041,-10.3686,15.2293,-4.1582,3.6685,0.1819,166.5702,0.2470,1.5178,0.9603
9.8454,T000001,veh1,seg2,position+velocity,39.3070,-9.4083,174.8215,,,,,,,39.5768,-8.7470,35.6827,175.2477,39.4192,-9.7258,15.7278,-0.7960,4.9470,9.1159,167.2232,0.1957,1.3159,0.3368
9.8583,T000001,veh1,seg2,prediction_only,39.5186,-9.3773,175.0353,,,,,,,,,,,39.6234,-9.7354,15.7919,-0.6779,4.9470,9.1159,167.4276,0.2088,1.3797,0.3732
9.8713,T000001,veh1,seg2,prediction_only,39.7229,-9.3193,175.2477,,,,,,,,,,,39.8284,-9.7434,15.8560,-0.5598,4.9470,9.1159,167.6327,0.2229,1.4455,0.4371
9.8843,T000001,veh1,seg2,prediction_only,39.8733,-9.4731,175.4628,,,,,,,,,,,40.0342,-9.7499,15.9201,-0.4417,4.9470,9.1159,167.8387,0.2382,1.5133,0.3202
9.8851,T000001,veh1,seg2,position+velocity,39.8733,-9.4731,175.4628,,,,,,,40.0115,-9.6459,36.2475,175.6733,40.0295,-9.7350,15.8118,-0.4512,4.6041,8.8409,167.8543,0.1908,1.3196,0.3049
9.8980,T000001,veh1,seg2,prediction_only,40.0414,-9.5998,175.6733,,,,,,,,,,,40.2347,-9.7401,15.8715,-0.3367,4.6041,8.8409,168.0596,0.2039,1.3837,0.2389
9.9110,T000001,veh1,seg2,prediction_only,40.2125,-9.6737,175.8597,,,,,,,,,,,40.4407,-9.7437,15.9311,-0.2221,4.6041,8.8409,168.2656,0.2182,1.4498,0.2388
9.9239,T000001,veh1,seg2,prediction_only,40.3745,-9.7779,176.0523,,,,,,,,,,,40.6475,-9.7459,15.9908,-0.1076,4.6041,8.8409,168.4724,0.2336,1.5178,0.2748
9.9245,T000001,veh1,seg2,position+velocity,40.3745,-9.7779,176.0523,,,,,,,40.5008,-9.9453,36.8083,176.2700,40.5994,-9.8218,15.6792,-0.5317,3.7421,7.6385,168.5623,0.1890,1.3285,0.2291
9.9375,T000001,veh1,seg2,prediction_only,40.5420,-9.9169,176.2700,,,,,,,,,,,40.8028,-9.8281,15.7277,-0.4327,3.7421,7.6385,168.7659,0.2024,1.3928,0.2755
9.9504,T000001,veh1,seg2,prediction_only,40.7381,-9.8983,176.4669,,,,,,,,,,,41.0069,-9.8331,15.7762,-0.3338,3.7421,7.6385,168.9700,0.2170,1.4590,0.2766
9.9634,T000001,veh1,seg2,prediction_only,40.9164,-9.9438,176.6509,,,,,,,,,,,41.2116,-9.8367,15.8247,-0.2348,3.7421,7.6385,169.1747,0.2326,1.5271,0.3140
9.9643,T000001,veh1,seg2,position+velocity,40.9164,-9.9438,176.6509,,,,,,,40.6948,-10.4596,37.3744,176.6509,41.0334,-10.0629,14.7498,-1.4892,0.7759,4.1695,169.4626,0.1888,1.3350,0.1669
9.9773,T000001,veh1,seg2,prediction_only,41.0962,-10.0264,176.8488,,,,,,,,,,,41.2246,-10.0818,14.7599,-1.4352,0.7759,4.1695,169.6547,0.2025,1.3992,0.1398
9.9902,T000001,veh1,seg2,prediction_only,41.2354,-10.2304,177.0957,,,,,,,,,,,41.4158,-10.1001,14.7699,-1.3812,0.7759,4.1695,169.8468,0.2173,1.4652,0.2226
10.0032,T000001,veh1,seg2,prediction_only,41.3821,-10.3967,177.3175,,,,,,,,,,,41.6072,-10.1176,14.7800,-1.3272,0.7759,4.1695,170.0390,0.2332,1.5333,0.3585
10.0039,T000001,veh1,seg2,position+velocity,41.3821,-10.3967,177.3175,,,,,,,41.9796,-10.6304,37.9372,178.1843,41.7405,-10.2719,15.5017,-2.1656,2.8302,1.9078,170.2429,0.1960,1.3652,0.3795
10.0169,T000001,veh1,seg2,prediction_only,41.5744,-10.4432,177.5154,,,,,,,,,,,41.9416,-10.2998,15.5384,-2.1409,2.8302,1.9078,170.4459,0.2103,1.4298,0.3942
10.0298,T000001,veh1,seg2,prediction_only,41.6929,-10.7225,177.8187,,,,,,,,,,,42.1431,-10.3274,15.5750,-2.1162,2.8302,1.9078,170.6493,0.2257,1.4962,0.5990
10.0425,T000001,veh1,seg2,position+velocity,41.8478,-10.7887,177.9871,,,,,,,42.0449,-10.5430,38.4851,178.1843,42.2541,-10.3986,15.1109,-2.3236,1.4265,1.3212,170.7812,0.2082,1.4089,0.5633
10.0554,T000001,veh1,seg2,prediction_only,42.0429,-10.8173,178.1843,,,,,,,,,,,42.4500,-10.4286,15.1294,-2.3064,1.4265,1.3212,170.9794,0.2234,1.4741,0.5629
10.0684,T000001,veh1,seg2,prediction_only,42.2119,-10.8971,178.3712,,,,,,,,,,,42.6461,-10.4584,15.1479,-2.2893,1.4265,1.3212,171.1777,0.2396,1.5410,0.6173
10.0813,T000001,veh1,seg2,prediction_only,42.4000,-10.8612,178.5627,,,,,,,,,,,42.8425,-10.4879,15.1664,-2.2722,1.4265,1.3212,171.3763,0.2569,1.6100,0.5789
10.0814,T000001,veh1,seg2,position+velocity,42.4000,-10.8612,178.5627,,,,,,,43.0103,-10.8119,39.0381,179.1574,42.9007,-10.5864,15.4956,-2.8090,2.3460,-0.1079,171.4907,0.2157,1.4219,0.5711
10.0943,T000001,veh1,seg2,prediction_only,42.5795,-10.9591,178.7672,,,,,,,,,,,43.1016,-10.6228,15.5260,-2.8104,2.3460,-0.1079,171.6950,0.2311,1.4869,0.6210
10.1073,T000001,veh1,seg2,prediction_only,42.7063,-11.1120,178.9658,,,,,,,,,,,43.3030,-10.6593,15.5564,-2.8118,2.3460,-0.1079,171.8995,0.2476,1.5536,0.7490
10.1196,T000001,veh1,seg2,position+velocity,42.8978,-11.1055,179.1574,,,,,,,43.2548,-10.0996,39.5807,179.1574,43.4198,-10.5097,15.1734,-1.8006,1.2343,2.6183,172.0893,0.2235,1.4360,0.7921
10.1326,T000001,veh1,seg2,prediction_only,43.0564,-11.2712,179.3868,,,,,,,,,,,43.6164,-10.5328,15.1894,-1.7667,1.2343,2.6183,172.2873,0.2392,1.5010,0.9268
10.1455,T000001,veh1,seg2,prediction_only,43.2157,-11.3941,179.5880,,,,,,,,,,,43.8133,-10.5555,15.2054,-1.7328,1.2343,2.6183,172.4855,0.2559,1.5678,1.0297
10.1585,T000001,veh1,seg2,prediction_only,43.3823,-11.4849,179.7778,,,,,,,,,,,44.0104,-10.5777,15.2214,-1.6989,1.2343,2.6183,172.6838,0.2737,1.6365,1.1034
10.1593,T000001,veh1,seg2,position+velocity,43.3823,-11.4849,179.7778,,,,,,,43.2704,-12.1661,40.1437,179.7778,43.8219,-11.0181,14.1632,-4.0492,-1.5284,-3.6100,173.1628,0.2372,1.4738,0.6412
10.1722,T000001,veh1,seg2,prediction_only,43.5741,-11.5287,179.9745,,,,,,,,,,,44.0052,-11.0708,14.1434,-4.0959,-1.5284,-3.6100,173.3536,0.2535,1.5394,0.6289
10.1852,T000001,veh1,seg2,prediction_only,43.7323,-11.6494,180.1735,,,,,,,,,,,44.1883,-11.1242,14.1236,-4.1427,-1.5284,-3.6100,173.5443,0.2708,1.6067,0.6955
10.1981,T000001,veh1,seg2,prediction_only,43.9007,-11.7304,180.3603,,,,,,,,,,,44.3712,-11.1782,14.1038,-4.1895,-1.5284,-3.6100,173.7350,0.2891,1.6760,0.7254
10.1989,T000001,veh1,seg2,position+velocity,43.9007,-11.7304,180.3603,,,,,,,44.3723,-11.7752,40.7066,180.7668,44.3909,-11.3202,14.1708,-4.8617,-1.2900,-5.2090,173.8784,0.2502,1.5058,0.6391
10.2119,T000001,veh1,seg2,prediction_only,44.0661,-11.8685,180.5758,,,,,,,,,,,44.5744,-11.3836,14.1541,-4.9292,-1.2900,-5.2090,174.0725,0.2669,1.5718,0.7025
10.2248,T000001,veh1,seg2,prediction_only,44.2312,-11.9645,180.7668,,,,,,,,,,,44.7576,-11.4479,14.1373,-4.9967,-1.2900,-5.2090,174.2667,0.2846,1.6396,0.7376
10.2378,T000001,veh1,seg2,prediction_only,44.3724,-12.1554,181.0043,,,,,,,,,,,44.9407,-11.5131,14.1206,-5.0642,-1.2900,-5.2090,174.4610,0.3034,1.7093,0.8576
10.2385,T000001,veh1,seg2,position+velocity,44.3724,-12.1554,181.0043,,,,,,,44.6188,-12.2843,41.2684,181.1995,44.8701,-11.6953,13.7147,-5.9519,-2.3164,-7.4103,174.6564,0.2673,1.5549,0.6778
10.2514,T000001,veh1,seg2,prediction_only,44.5641,-12.1925,181.1995,,,,,,,,,,,45.0476,-11.7730,13.6847,-6.0479,-2.3164,-7.4103,174.8501,0.2847,1.6218,0.6401
10.2644,T000001,veh1,seg2,prediction_only,44.7056,-12.3769,181.4319,,,,,,,,,,,45.2247,-11.8520,13.6547,-6.1439,-2.3164,-7.4103,175.0440,0.3031,1.6904,0.7382
10.2773,T000001,veh1,seg2,prediction_only,44.8728,-12.4632,181.6201,,,,,,,,,,,45.4014,-11.9322,13.6247,-6.2399,-2.3164,-7.4103,175.2381,0.3225,1.7608,0.7492
10.2780,T000001,veh1,seg2,position+velocity,44.8728,-12.4632,181.6201,,,,,,,44.2298,-12.7917,41.8292,181.4319,45.1312,-12.1309,12.2658,-7.1794,-5.6758,-9.6870,175.5735,0.2847,1.6027,0.4209
10.2909,T000001,veh1,seg2,prediction_only,45.1164,-12.2942,181.9166,,,,,,,,,,,45.2896,-12.2248,12.1922,-7.3049,-5.6758,-9.6870,175.7576,0.3027,1.6702,0.1867
10.3039,T000001,veh1,seg2,prediction_only,45.2641,-12.4557,182.1354,,,,,,,,,,,45.4471,-12.3202,12.1187,-7.4304,-5.6758,-9.6870,175.9417,0.3217,1.7395,0.2277
10.3168,T000001,veh1,seg2,prediction_only,45.4902,-12.3081,182.4055,,,,,,,,,,,45.6036,-12.4173,12.0452,-7.5559,-5.6758,-9.6870,176.1259,0.3417,1.8106,0.1574
10.3174,T000001,veh1,seg2,position+velocity,45.4902,-12.3081,182.4055,,,,,,,45.9676,-12.9833,42.3895,183.1844,45.7423,-12.5824,12.7053,-8.2993,-3.9510,-11.4161,176.3415,0.2879,1.5932,0.3725
10.3304,T000001,veh1,seg2,prediction_only,45.6801,-12.3537,182.6007,,,,,,,,,,,45.9066,-12.6909,12.6541,-8.4472,-3.9510,-11.4161,176.5384,0.3056,1.6604,0.4062
10.3434,T000001,veh1,seg2,prediction_only,45.8797,-12.3212,182.8030,,,,,,,,,,,46.0702,-12.8013,12.6029,-8.5951,-3.9510,-11.4161,176.7357,0.3243,1.7292,0.5165
10.3563,T000001,veh1,seg2,prediction_only,46.0621,-12.3417,182.9866,,,,,,,,,,,46.2331,-12.9136,12.5517,-8.7430,-3.9510,-11.4161,176.9336,0.3441,1.7999,0.5968
10.3571,T000001,veh1,seg2,position+velocity,46.0621,-12.3417,182.9866,,,,46.4713,-12.7060,183.3746,46.3605,-12.4850,42.9520,183.3746,46.3068,-12.6949,12.8673,-7.5364,-3.1284,-8.0352,177.1643,0.2648,1.4503,0.4297
10.3700,T000001,veh1,seg2,prediction_only,46.2437,-12.4204,183.1844,,,,,,,,,,,46.4732,-12.7933,12.8268,-7.6405,-3.1284,-8.0352,177.3576,0.2802,1.5130,0.4379
10.3830,T000001,veh1,seg2,prediction_only,46.4338,-12.4187,183.3746,,,,,,,,,,,46.6391,-12.8929,12.7862,-7.7446,-3.1284,-8.0352,177.5512,0.2965,1.5775,0.5168
10.3959,T000001,veh1,seg2,prediction_only,46.6253,-12.4177,183.5660,,,,,,,,,,,46.8045,-12.9939,12.7457,-7.8487,-3.1284,-8.0352,177.7449,0.3138,1.6441,0.6035
10.3968,T000001,veh1,seg2,position+velocity,46.6253,-12.4177,183.5660,,,,,,,45.7873,-12.7489,43.5165,182.6007,46.4997,-12.9279,11.3056,-7.5345,-6.5472,-7.3000,178.0568,0.2655,1.4691,0.5254
10.4098,T000001,veh1,seg2,prediction_only,46.8209,-12.4420,183.7632,,,,,,,,,,,46.6456,-13.0261,11.2208,-7.6291,-6.5472,-7.3000,178.2327,0.2810,1.5333,0.6098
10.4227,T000001,veh1,seg2,prediction_only,47.0064,-12.4425,183.9486,,,,,,,,,,,46.7904,-13.1255,11.1360,-7.7236,-6.5472,-7.3000,178.4084,0.2975,1.5993,0.7164
10.4357,T000001,veh1,seg2,prediction_only,47.2620,-12.1779,184.3165,,,,,,,,,,,46.9341,-13.2262,11.0512,-7.8182,-6.5472,-7.3000,178.5838,0.3149,1.6673,1.0983
10.4362,T000001,veh1,seg2,position+velocity,47.2620,-12.1779,184.3165,,,,,,,47.5073,-12.1661,44.0746,184.5153,47.1771,-12.8209,12.1882,-5.9628,-3.6639,-2.8451,179.0564,0.2508,1.4376,0.6485
10.4491,T000001,veh1,seg2,prediction_only,47.4512,-12.2390,184.5153,,,,,,,,,,,47.3347,-12.8984,12.1408,-5.9997,-3.6639,-2.8451,179.2320,0.2655,1.5022,0.6696
10.4621,T000001,veh1,seg2,prediction_only,47.5888,-12.4391,184.7582,,,,,,,,,,,47.4917,-12.9763,12.0933,-6.0365,-3.6639,-2.8451,179.4073,0.2813,1.5686,0.5459
10.4750,T000001,veh1,seg2,prediction_only,47.8285,-12.2407,185.0693,,,,,,,,,,,47.6480,-13.0548,12.0458,-6.0734,-3.6639,-2.8451,179.5822,0.2980,1.6370,0.8338
10.4759,T000001,veh1,seg2,position+velocity,47.8285,-12.2407,185.0693,,,,,,,47.6224,-12.5542,44.6392,184.7582,47.6371,-12.8830,11.9144,-5.2973,-4.0445,-1.0462,179.7544,0.2391,1.4256,0.6702
10.4889,T000001,veh1,seg2,prediction_only,48.0074,-12.3283,185.2685,,,,,,,,,,,47.7911,-12.9517,11.8620,-5.3109,-4.0445,-1.0462,179.9230,0.2535,1.4908,0.6598
10.5018,T000001,veh1,seg2,prediction_only,48.1992,-12.3180,185.4606,,,,,,,,,,,47.9444,-13.0206,11.8096,-5.3245,-4.0445,-1.0462,180.0911,0.2689,1.5578,0.7474
