t,global_track_id,vehicle_id_oracle,segment_id,update_kind,true_x,true_y,true_distance_m,gps_x,gps_y,gps_distance_m,cam_x,cam_y,cam_distance_m,das_x,das_y,das_fiber_position_m,das_distance_m,x_hat,y_hat,vx_hat,vy_hat,ax_hat,ay_hat,distance_hat_m,sigma_pos_m,sigma_vel_mps,pos_err_m
0.2101,T000001,veh1,seg1,position+velocity,-107.1530,-6.4676,3.7939,,,,-107.0727,-6.4082,3.7939,,,,,-107.0739,-6.4091,15.5572,0.5805,0.0000,0.0000,0.0000,0.3051,1.3076,0.0984
0.2231,T000001,veh1,seg1,prediction_only,-106.9673,-6.5504,3.9972,,,,,,,,,,,-106.8724,-6.4016,15.5572,0.5805,0.0000,0.0000,0.2017,0.3055,1.3079,0.1765
0.2360,T000001,veh1,seg1,prediction_only,-106.7682,-6.4589,4.2162,,,,,,,,,,,-106.6709,-6.3940,15.5572,0.5805,0.0000,0.0000,0.4034,0.3069,1.3091,0.1170
0.2490,T000001,veh1,seg1,prediction_only,-106.5679,-6.3275,4.4558,,,,,,,,,,,-106.4693,-6.3865,15.5572,0.5805,0.0000,0.0000,0.6050,0.3093,1.3118,0.1149
0.2619,T000001,veh1,seg1,prediction_only,-106.3625,-6.4261,4.6837,,,,,,,,,,,-106.2678,-6.3790,15.5572,0.5805,0.0000,0.0000,0.8067,0.3125,1.3163,0.1058
0.2749,T000001,veh1,seg1,prediction_only,-106.1696,-6.3883,4.8802,,,,,,,,,,,-106.0662,-6.3715,15.5572,0.5805,0.0000,0.0000,1.0084,0.3166,1.3232,0.1048
0.2878,T000001,veh1,seg1,prediction_only,-105.9557,-6.3403,5.0995,,,,,,,,,,,-105.8647,-6.3640,15.5572,0.5805,0.0000,0.0000,1.2101,0.3217,1.3330,0.0940
0.3008,T000001,veh1,seg1,prediction_only,-105.7549,-6.3376,5.3003,,,,,,,,,,,-105.6632,-6.3564,15.5572,0.5805,0.0000,0.0000,1.4118,0.3275,1.3461,0.0936
0.3132,T000001,veh1,seg1,position+velocity,-105.5539,-6.2838,5.5084,,,,-104.9679,-6.4294,6.4835,,,,,-105.2035,-6.3918,15.8413,0.5352,0.0173,-0.0028,1.8728,0.2214,1.0166,0.3666
0.3261,T000001,veh1,seg1,prediction_only,-105.3481,-6.0100,5.8508,,,,,,,,,,,-104.9983,-6.3848,15.8415,0.5351,0.0173,-0.0028,2.0781,0.2248,1.0213,0.5128
0.3391,T000001,veh1,seg1,prediction_only,-105.1387,-6.1624,6.1098,,,,,,,,,,,-104.7931,-6.3779,15.8417,0.5351,0.0173,-0.0028,2.2834,0.2290,1.0279,0.4074
0.3520,T000001,veh1,seg1,prediction_only,-104.9264,-6.4698,6.4835,,,,,,,,,,,-104.5878,-6.3710,15.8419,0.5351,0.0173,-0.0028,2.4888,0.2338,1.0368,0.3527
0.3650,T000001,veh1,seg1,prediction_only,-104.7008,-6.7545,6.8467,,,,,,,,,,,-104.3826,-6.3640,15.8422,0.5350,0.0173,-0.0028,2.6941,0.2393,1.0486,0.5037
0.3780,T000001,veh1,seg1,prediction_only,-104.4997,-6.7414,7.0482,,,,,,,,,,,-104.1774,-6.3571,15.8424,0.5350,0.0173,-0.0028,2.8995,0.2455,1.0640,0.5015
0.3909,T000001,veh1,seg1,prediction_only,-104.2951,-6.8075,7.2632,,,,,,,,,,,-103.9721,-6.3502,15.8426,0.5350,0.0173,-0.0028,3.1048,0.2523,1.0833,0.5598
0.4039,T000001,veh1,seg1,prediction_only,-104.0795,-6.8722,7.4884,,,,,,,,,,,-103.7669,-6.3433,15.8428,0.5349,0.0173,-0.0028,3.3102,0.2597,1.1070,0.6144
0.4168,T000001,veh1,seg1,prediction_only,-103.8867,-6.6301,7.7978,,,,,,,,,,,-103.5617,-6.3363,15.8431,0.5349,0.0173,-0.0028,3.5155,0.2678,1.1354,0.4382
0.4194,T000001,veh1,seg1,position+velocity,-103.8867,-6.6301,7.7978,,,,-103.6842,-6.5418,7.9995,,,,,-103.5945,-6.4178,15.6448,0.3883,-0.1023,-0.0337,3.6034,0.1968,0.8717,0.3612
0.4323,T000001,veh1,seg1,prediction_only,-103.6958,-6.6953,7.9995,,,,,,,,,,,-103.3919,-6.4128,15.6435,0.3879,-0.1023,-0.0337,3.8062,0.2019,0.8858,0.4150
0.4453,T000001,veh1,seg1,prediction_only,-103.5007,-6.5874,8.2225,,,,,,,,,,,-103.1892,-6.4078,15.6422,0.3874,-0.1023,-0.0337,4.0089,0.2075,0.9024,0.3595
0.4582,T000001,veh1,seg1,prediction_only,-103.2995,-6.5431,8.4285,,,,,,,,,,,-102.9866,-6.4028,15.6409,0.3870,-0.1023,-0.0337,4.2116,0.2137,0.9220,0.3430
0.4712,T000001,veh1,seg1,prediction_only,-103.1058,-6.3549,8.6986,,,,,,,,,,,-102.7840,-6.3978,15.6395,0.3866,-0.1023,-0.0337,4.4142,0.2204,0.9453,0.3247
0.4841,T000001,veh1,seg1,prediction_only,-102.8885,-6.4210,8.9258,,,,,,,,,,,-102.5814,-6.3928,15.6382,0.3861,-0.1023,-0.0337,4.6169,0.2276,0.9726,0.3084
0.4971,T000001,veh1,seg1,prediction_only,-102.6932,-6.2270,9.2010,,,,,,,,,,,-102.3788,-6.3878,15.6369,0.3857,-0.1023,-0.0337,4.8195,0.2353,1.0042,0.3531
0.5101,T000001,veh1,seg1,prediction_only,-102.4907,-6.2383,9.4038,,,,,,,,,,,-102.1762,-6.3828,15.6356,0.3852,-0.1023,-0.0337,5.0222,0.2436,1.0405,0.3461
0.5230,T000001,veh1,seg1,prediction_only,-102.2765,-6.2275,9.6183,,,,,,,,,,,-101.9737,-6.3778,15.6342,0.3848,-0.1023,-0.0337,5.2248,0.2525,1.0816,0.3381
0.5360,T000001,veh1,seg1,prediction_only,-102.0687,-6.3727,9.8718,,,,,,,,,,,-101.7712,-6.3728,15.6329,0.3844,-0.1023,-0.0337,5.4274,0.2619,1.1275,0.2976
0.5489,T000001,veh1,seg1,prediction_only,-101.8656,-6.4086,10.0781,,,,,,,,,,,-101.5686,-6.3678,15.6316,0.3839,-0.1023,-0.0337,5.6299,0.2720,1.1782,0.2997
0.5619,T000001,veh1,seg1,prediction_only,-101.6681,-6.3740,10.2786,,,,,,,,,,,-101.3661,-6.3629,15.6303,0.3835,-0.1023,-0.0337,5.8325,0.2827,1.2338,0.3021
0.5748,T000001,veh1,seg1,prediction_only,-101.4475,-6.4631,10.5164,,,,,,,,,,,-101.1637,-6.3579,15.6289,0.3831,-0.1023,-0.0337,6.0350,0.2942,1.2940,0.3027
0.5878,T000001,veh1,seg1,prediction_only,-101.2475,-6.4276,10.7196,,,,,,,,,,,-100.9612,-6.3529,15.6276,0.3826,-0.1023,-0.0337,6.2376,0.3064,1.3588,0.2959
0.6007,T000001,veh1,seg1,prediction_only,-101.0433,-6.1472,11.0664,,,,,,,,,,,-100.7588,-6.3480,15.6263,0.3822,-0.1023,-0.0337,6.4401,0.3194,1.4281,0.3482
0.6137,T000001,veh1,seg1,prediction_only,-100.8348,-6.2531,11.3003,,,,,,,,,,,-100.5563,-6.3430,15.6250,0.3818,-0.1023,-0.0337,6.6425,0.3333,1.5016,0.2926
0.6266,T000001,veh1,seg1,prediction_only,-100.6295,-6.3365,11.5219,,,,,,,,,,,-100.3539,-6.3381,15.6236,0.3813,-0.1023,-0.0337,6.8450,0.3481,1.5791,0.2755
0.6292,T000001,veh1,seg1,position+velocity,-100.6295,-6.3365,11.5219,,,,-100.5314,-6.3967,11.5219,,,,,-100.4236,-6.3585,15.3443,0.3646,-0.3918,0.0356,6.9176,0.2148,0.8895,0.2070
0.6421,T000001,veh1,seg1,prediction_only,-100.4106,-6.4399,11.7639,,,,,,,,,,,-100.2249,-6.3537,15.3393,0.3651,-0.3918,0.0356,7.1164,0.2219,0.9188,0.2048
0.6551,T000001,veh1,seg1,prediction_only,-100.2172,-6.2079,12.0660,,,,,,,,,,,-100.0262,-6.3490,15.3342,0.3655,-0.3918,0.0356,7.3152,0.2294,0.9500,0.2375
0.6680,T000001,veh1,seg1,prediction_only,-100.0219,-6.0623,12.3096,,,,,,,,,,,-99.8276,-6.3443,15.3291,0.3660,-0.3918,0.0356,7.5139,0.2375,0.9836,0.3424
0.6810,T000001,veh1,seg1,prediction_only,-99.8105,-6.0249,12.5243,,,,,,,,,,,-99.6290,-6.3395,15.3240,0.3665,-0.3918,0.0356,7.7125,0.2461,1.0199,0.3632
0.6939,T000001,veh1,seg1,prediction_only,-99.6067,-6.0822,12.7360,,,,,,,,,,,-99.4306,-6.3348,15.3190,0.3669,-0.3918,0.0356,7.9110,0.2553,1.0594,0.3079
0.7069,T000001,veh1,seg1,prediction_only,-99.4007,-6.1958,12.9713,,,,,,,,,,,-99.2321,-6.3300,15.3139,0.3674,-0.3918,0.0356,8.1095,0.2650,1.1023,0.2154
0.7198,T000001,veh1,seg1,prediction_only,-99.1845,-6.2389,13.1917,,,,,,,,,,,-99.0338,-6.3253,15.3088,0.3678,-0.3918,0.0356,8.3079,0.2753,1.1488,0.1737
0.7328,T000001,veh1,seg1,prediction_only,-98.9817,-6.3102,13.4067,,,,,,,,,,,-98.8355,-6.3205,15.3037,0.3683,-0.3918,0.0356,8.5062,0.2863,1.1990,0.1465
0.7457,T000001,veh1,seg1,prediction_only,-98.7868,-6.1370,13.6674,,,,,,,,,,,-98.6373,-6.3157,15.2987,0.3688,-0.3918,0.0356,8.7045,0.2978,1.2531,0.2330
0.7587,T000001,veh1,seg1,prediction_only,-98.5805,-5.9918,13.9197,,,,,,,,,,,-98.4391,-6.3109,15.2936,0.3692,-0.3918,0.0356,8.9027,0.3101,1.3110,0.3491
0.7717,T000001,veh1,seg1,prediction_only,-98.3867,-5.7981,14.1937,,,,,,,,,,,-98.2410,-6.3061,15.2885,0.3697,-0.3918,0.0356,9.1009,0.3231,1.3729,0.5286
0.7846,T000001,veh1,seg1,prediction_only,-98.1844,-5.7157,14.4121,,,,,,,,,,,-98.0430,-6.3014,15.2834,0.3701,-0.3918,0.0356,9.2990,0.3369,1.4385,0.6025
0.7976,T000001,veh1,seg1,prediction_only,-97.9798,-5.5017,14.7081,,,,,,,,,,,-97.8450,-6.2966,15.2784,0.3706,-0.3918,0.0356,9.4970,0.3515,1.5079,0.8061
0.8105,T000001,veh1,seg1,prediction_only,-97.7747,-5.5391,14.9166,,,,,,,,,,,-97.6471,-6.2918,15.2733,0.3711,-0.3918,0.0356,9.6949,0.3669,1.5811,0.7634
0.8235,T000001,veh1,seg1,prediction_only,-97.5955,-5.4582,15.1132,,,,,,,,,,,-97.4493,-6.2869,15.2682,0.3715,-0.3918,0.0356,9.8928,0.3832,1.6578,0.8415
0.8364,T000001,veh1,seg1,prediction_only,-97.4082,-5.3514,15.3288,,,,,,,,,,,-97.2516,-6.2821,15.2631,0.3720,-0.3918,0.0356,10.0906,0.4005,1.7381,0.9438
0.8383,T000001,veh1,seg1,position+velocity,-97.4082,-5.3514,15.3288,,,,-97.2531,-5.2200,15.5330,,,,,-97.2262,-5.6922,15.3133,1.8921,-0.2036,1.9917,10.6811,0.2214,0.9191,0.3864
0.8512,T000001,veh1,seg1,prediction_only,-97.2044,-5.3639,15.5330,,,,,,,,,,,-97.0278,-5.6675,15.3107,1.9179,-0.2036,1.9917,10.8810,0.2288,0.9506,0.3513
0.8642,T000001,veh1,seg1,prediction_only,-97.0003,-5.3825,15.7380,,,,,,,,,,,-96.8295,-5.6425,15.3080,1.9437,-0.2036,1.9917,11.0809,0.2368,0.9835,0.3111
0.8771,T000001,veh1,seg1,prediction_only,-96.7788,-5.5069,15.9920,,,,,,,,,,,-96.6312,-5.6172,15.3054,1.9695,-0.2036,1.9917,11.2808,0.2454,1.0184,0.1842
0.8901,T000001,veh1,seg1,prediction_only,-96.5794,-5.4444,16.2010,,,,,,,,,,,-96.4330,-5.5915,15.3027,1.9953,-0.2036,1.9917,11.4807,0.2545,1.0558,0.2076
0.9031,T000001,veh1,seg1,prediction_only,-96.3768,-5.4473,16.4035,,,,,,,,,,,-96.2347,-5.5655,15.3001,2.0211,-0.2036,1.9917,11.6806,0.2642,1.0958,0.1849
0.9160,T000001,veh1,seg1,prediction_only,-96.1636,-5.3419,16.6414,,,,,,,,,,,-96.0365,-5.5391,15.2975,2.0469,-0.2036,1.9917,11.8806,0.2744,1.1390,0.2347
0.9290,T000001,veh1,seg1,prediction_only,-95.9669,-5.2065,16.8801,,,,,,,,,,,-95.8384,-5.5125,15.2948,2.0727,-0.2036,1.9917,12.0805,0.2853,1.1854,0.3318
0.9419,T000001,veh1,seg1,prediction_only,-95.7720,-5.0448,17.1334,,,,,,,,,,,-95.6403,-5.4854,15.2922,2.0985,-0.2036,1.9917,12.2805,0.2969,1.2353,0.4599
0.9441,T000001,veh1,seg1,position+velocity,-95.7720,-5.0448,17.1334,,,,-95.8778,-4.9604,17.1334,,,,,-95.7176,-5.3063,15.0679,2.2537,-0.3750,1.5580,12.4756,0.1991,0.8633,0.2672
0.9570,T000001,veh1,seg1,prediction_only,-95.5565,-5.0517,17.3490,,,,,,,,,,,-95.5224,-5.2770,15.0631,2.2739,-0.3750,1.5580,12.6729,0.2058,0.8944,0.2279
0.9700,T000001,veh1,seg1,prediction_only,-95.3510,-5.0528,17.5545,,,,,,,,,,,-95.3273,-5.2474,15.0582,2.2941,-0.3750,1.5580,12.8703,0.2130,0.9273,0.1960
0.9829,T000001,veh1,seg1,prediction_only,-95.1557,-4.8725,17.8203,,,,,,,,,,,-95.1323,-5.2176,15.0534,2.3143,-0.3750,1.5580,13.0676,0.2208,0.9624,0.3458
0.9959,T000001,veh1,seg1,prediction_only,-94.9398,-4.9203,18.0414,,,,,,,,,,,-94.9373,-5.1874,15.0485,2.3345,-0.3750,1.5580,13.2649,0.2292,1.0001,0.2672
1.0088,T000001,veh1,seg1,prediction_only,-94.7401,-4.8654,18.2485,,,,,,,,,,,-94.7424,-5.1571,15.0436,2.3546,-0.3750,1.5580,13.4621,0.2381,1.0408,0.2916
1.0218,T000001,veh1,seg1,prediction_only,-94.5428,-4.8529,18.4461,,,,,,,,,,,-94.5475,-5.1264,15.0388,2.3748,-0.3750,1.5580,13.6594,0.2477,1.0848,0.2735
1.0347,T000001,veh1,seg1,prediction_only,-94.3195,-5.0457,18.7411,,,,,,,,,,,-94.3527,-5.0955,15.0339,2.3950,-0.3750,1.5580,13.8566,0.2578,1.1323,0.0599
1.0477,T000001,veh1,seg1,prediction_only,-94.1152,-5.0497,18.9455,,,,,,,,,,,-94.1580,-5.0644,15.0291,2.4152,-0.3750,1.5580,14.0538,0.2687,1.1834,0.0452
1.0504,T000001,veh1,seg1,position+velocity,-94.1152,-5.0497,18.9455,,,,-94.0840,-5.1563,18.9455,,,,,-94.0857,-5.1610,15.2047,1.8240,0.0775,0.0108,14.1745,0.1902,0.8531,0.1151
1.0633,T000001,veh1,seg1,prediction_only,-93.9072,-5.2385,19.2264,,,,,,,,,,,-93.8887,-5.1374,15.2057,1.8241,0.0775,0.0108,14.3729,0.1969,0.8854,0.1028
1.0763,T000001,veh1,seg1,prediction_only,-93.6891,-5.3858,19.4896,,,,,,,,,,,-93.6917,-5.1138,15.2067,1.8243,0.0775,0.0108,14.5713,0.2042,0.9194,0.2720
1.0893,T000001,veh1,seg1,prediction_only,-93.4827,-5.5232,19.7375,,,,,,,,,,,-93.4947,-5.0901,15.2077,1.8244,0.0775,0.0108,14.7697,0.2121,0.9557,0.4332
1.1022,T000001,veh1,seg1,prediction_only,-93.2767,-5.5630,19.9472,,,,,,,,,,,-93.2977,-5.0665,15.2087,1.8246,0.0775,0.0108,14.9682,0.2205,0.9948,0.4969
1.1152,T000001,veh1,seg1,prediction_only,-93.0613,-5.6146,20.1687,,,,,,,,,,,-93.1007,-5.0429,15.2097,1.8247,0.0775,0.0108,15.1666,0.2295,1.0368,0.5731
1.1281,T000001,veh1,seg1,prediction_only,-92.8597,-5.6546,20.3743,,,,,,,,,,,-92.9036,-5.0192,15.2107,1.8248,0.0775,0.0108,15.3651,0.2392,1.0822,0.6369
1.1411,T000001,veh1,seg1,prediction_only,-92.6538,-5.7431,20.5985,,,,,,,,,,,-92.7066,-4.9956,15.2117,1.8250,0.0775,0.0108,15.5635,0.2495,1.1311,0.7494
1.1540,T000001,veh1,seg1,prediction_only,-92.4624,-5.7626,20.7909,,,,,,,,,,,-92.5095,-4.9719,15.2127,1.8251,0.0775,0.0108,15.7620,0.2605,1.1836,0.7921
1.1670,T000001,veh1,seg1,prediction_only,-92.2631,-5.6881,21.0036,,,,,,,,,,,-92.3124,-4.9483,15.2137,1.8253,0.0775,0.0108,15.9605,0.2722,1.2399,0.7415
1.1799,T000001,veh1,seg1,prediction_only,-92.0959,-5.5228,21.2387,,,,,,,,,,,-92.1153,-4.9246,15.2147,1.8254,0.0775,0.0108,16.1590,0.2847,1.2999,0.5985
1.1929,T000001,veh1,seg1,prediction_only,-91.8750,-5.7010,21.5226,,,,,,,,,,,-91.9182,-4.9010,15.2158,1.8255,0.0775,0.0108,16.3575,0.2979,1.3636,0.8012
1.2058,T000001,veh1,seg1,prediction_only,-91.6812,-5.5692,21.7569,,,,,,,,,,,-91.7211,-4.8773,15.2168,1.8257,0.0775,0.0108,16.5561,0.3120,1.4311,0.6930
1.2188,T000001,veh1,seg1,prediction_only,-91.5158,-5.5439,21.9242,,,,,,,,,,,-91.5240,-4.8537,15.2178,1.8258,0.0775,0.0108,16.7546,0.3269,1.5022,0.6903
1.2318,T000001,veh1,seg1,prediction_only,-91.3342,-5.6044,22.1156,,,,,,,,,,,-91.3268,-4.8300,15.2188,1.8260,0.0775,0.0108,16.9532,0.3427,1.5769,0.7744
1.2447,T000001,veh1,seg1,prediction_only,-91.1278,-5.6810,22.3357,,,,,,,,,,,-91.1297,-4.8064,15.2198,1.8261,0.0775,0.0108,17.1518,0.3594,1.6552,0.8746
1.2577,T000001,veh1,seg1,prediction_only,-90.9318,-5.5284,22.5842,,,,,,,,,,,-90.9325,-4.7827,15.2208,1.8263,0.0775,0.0108,17.3504,0.3771,1.7368,0.7456
1.2672,T000001,veh1,seg1,position+velocity,-90.7192,-5.5218,22.7969,,,,-90.8225,-5.5232,22.7969,,,,,-90.7882,-5.2040,15.2748,0.3766,0.2673,-2.5614,17.7957,0.2216,0.9361,0.3252
1.2802,T000001,veh1,seg1,prediction_only,-90.5295,-5.5022,22.9876,,,,,,,,,,,-90.5903,-5.1994,15.2782,0.3434,0.2673,-2.5614,17.9936,0.2300,0.9677,0.3089
1.2932,T000001,veh1,seg1,prediction_only,-90.3289,-5.3784,23.2234,,,,,,,,,,,-90.3923,-5.1951,15.2817,0.3102,0.2673,-2.5614,18.1916,0.2389,1.0006,0.1939
1.3061,T000001,veh1,seg1,prediction_only,-90.1176,-5.3059,23.4467,,,,,,,,,,,-90.1943,-5.1913,15.2852,0.2771,0.2673,-2.5614,18.3897,0.2483,1.0353,0.1379
1.3191,T000001,veh1,seg1,prediction_only,-89.9415,-5.3977,23.6453,,,,,,,,,,,-89.9963,-5.1880,15.2886,0.2439,0.2673,-2.5614,18.5877,0.2583,1.0724,0.2168
1.3320,T000001,veh1,seg1,prediction_only,-89.7731,-5.4823,23.8338,,,,,,,,,,,-89.7982,-5.1850,15.2921,0.2107,0.2673,-2.5614,18.7858,0.2688,1.1121,0.2984
1.3450,T000001,veh1,seg1,prediction_only,-89.5925,-5.3151,24.0799,,,,,,,,,,,-89.6001,-5.1825,15.2956,0.1775,0.2673,-2.5614,18.9840,0.2799,1.1549,0.1328
1.3579,T000001,veh1,seg1,prediction_only,-89.3940,-5.1147,24.3619,,,,,,,,,,,-89.4019,-5.1804,15.2990,0.1443,0.2673,-2.5614,19.1822,0.2917,1.2009,0.0661
1.3709,T000001,veh1,seg1,prediction_only,-89.1954,-5.0493,24.5711,,,,,,,,,,,-89.2037,-5.1788,15.3025,0.1111,0.2673,-2.5614,19.3804,0.3040,1.2502,0.1297
1.3838,T000001,veh1,seg1,prediction_only,-88.8335,-4.7791,25.0383,,,,,,,,,,,-89.0054,-5.1775,15.3059,0.0780,0.2673,-2.5614,19.5787,0.3170,1.3032,0.4339
1.3968,T000001,veh1,seg1,prediction_only,-88.6312,-4.7511,25.2425,,,,,,,,,,,-88.8071,-5.1767,15.3094,0.0448,0.2673,-2.5614,19.7770,0.3306,1.3597,0.4605
1.4097,T000001,veh1,seg1,prediction_only,-88.6312,-4.7511,25.2425,,,,,,,,,,,-88.6088,-5.1764,15.3129,0.0116,0.2673,-2.5614,19.9753,0.3449,1.4199,0.4258
1.4227,T000001,veh1,seg1,prediction_only,-88.2440,-4.7206,25.6517,,,,,,,,,,,-88.4104,-5.1764,15.3163,-0.0216,0.2673,-2.5614,20.1737,0.3600,1.4838,0.4852
1.4357,T000001,veh1,seg1,prediction_only,-88.0591,-4.6594,25.8464,,,,,,,,,,,-88.2119,-5.1769,15.3198,-0.0548,0.2673,-2.5614,20.3721,0.3759,1.5513,0.5396
1.4486,T000001,veh1,seg1,prediction_only,-87.8721,-4.6684,26.0336,,,,,,,,,,,-88.0135,-5.1779,15.3233,-0.0879,0.2673,-2.5614,20.5706,0.3925,1.6224,0.5287
1.4616,T000001,veh1,seg1,prediction_only,-87.6728,-4.6104,26.2412,,,,,,,,,,,-87.8149,-5.1792,15.3267,-0.1211,0.2673,-2.5614,20.7692,0.4100,1.6970,0.5863
1.4745,T000001,veh1,seg1,prediction_only,-87.4690,-4.6551,26.4499,,,,,,,,,,,-87.6164,-5.1810,15.3302,-0.1543,0.2673,-2.5614,20.9678,0.4284,1.7752,0.5462
1.4875,T000001,veh1,seg1,prediction_only,-87.2597,-4.5579,26.6806,,,,,,,,,,,-87.4177,-5.1832,15.3336,-0.1875,0.2673,-2.5614,21.1664,0.4477,1.8567,0.6449
1.5004,T000001,veh1,seg1,prediction_only,-87.0632,-4.4550,26.9024,,,,,,,,,,,-87.2191,-5.1858,15.3371,-0.2207,0.2673,-2.5614,21.3651,0.4680,1.9416,0.7473
1.5134,T000001,veh1,seg1,prediction_only,-86.8585,-4.5204,27.1173,,,,,,,,,,,-87.0204,-5.1889,15.3406,-0.2539,0.2673,-2.5614,21.5638,0.4893,2.0297,0.6879
1.5263,T000001,veh1,seg1,prediction_only,-86.6514,-4.3858,27.3643,,,,,,,,,,,-86.8216,-5.1924,15.3440,-0.2870,0.2673,-2.5614,21.7626,0.5117,2.1209,0.8244
1.5393,T000001,veh1,seg1,prediction_only,-86.4538,-4.2704,27.5931,,,,,,,,,,,-86.6228,-5.1964,15.3475,-0.3202,0.2673,-2.5614,21.9614,0.5352,2.2152,0.9413
1.5522,T000001,veh1,seg1,prediction_only,-86.2479,-4.3527,27.8149,,,,,,,,,,,-86.4240,-5.2007,15.3510,-0.3534,0.2673,-2.5614,22.1603,0.5598,2.3124,0.8661
1.5652,T000001,veh1,seg1,prediction_only,-86.0277,-4.4685,28.0637,,,,,,,,,,,-86.2251,-5.2055,15.3544,-0.3866,0.2673,-2.5614,22.3593,0.5856,2.4126,0.7630
1.5782,T000001,veh1,seg1,prediction_only,-85.8206,-4.6128,28.3161,,,,,,,,,,,-86.0261,-5.2107,15.3579,-0.4198,0.2673,-2.5614,22.5583,0.6127,2.5156,0.6323
1.5839,T000001,veh1,seg1,position+velocity,-85.8206,-4.6128,28.3161,,,,-85.7058,-4.1745,28.7588,,,,,-85.7766,-4.4829,15.7854,1.5066,0.8453,0.1036,23.3278,0.2557,0.9243,0.1372
1.5968,T000001,veh1,seg1,prediction_only,-85.6208,-4.5824,28.5182,,,,,,,,,,,-85.5720,-4.4633,15.7963,1.5080,0.8453,0.1036,23.5332,0.2640,0.9503,0.1287
1.6098,T000001,veh1,seg1,prediction_only,-85.4120,-4.4627,28.7588,,,,,,,,,,,-85.3673,-4.4438,15.8073,1.5093,0.8453,0.1036,23.7389,0.2727,0.9776,0.0486
1.6227,T000001,veh1,seg1,prediction_only,-85.2044,-4.6118,29.0145,,,,,,,,,,,-85.1624,-4.4242,15.8182,1.5107,0.8453,0.1036,23.9447,0.2818,1.0067,0.1922
1.6357,T000001,veh1,seg1,prediction_only,-85.0048,-4.5192,29.2345,,,,,,,,,,,-84.9574,-4.4046,15.8292,1.5120,0.8453,0.1036,24.1506,0.2914,1.0380,0.1240
1.6486,T000001,veh1,seg1,prediction_only,-84.7823,-4.6361,29.4858,,,,,,,,,,,-84.7523,-4.3850,15.8401,1.5134,0.8453,0.1036,24.3567,0.3015,1.0721,0.2529
1.6616,T000001,veh1,seg1,prediction_only,-84.5837,-4.5548,29.7004,,,,,,,,,,,-84.5470,-4.3654,15.8511,1.5147,0.8453,0.1036,24.5629,0.3120,1.1092,0.1929
1.6745,T000001,veh1,seg1,prediction_only,-84.3709,-4.8154,30.0368,,,,,,,,,,,-84.3416,-4.3458,15.8620,1.5160,0.8453,0.1036,24.7692,0.3231,1.1496,0.4705
1.6875,T000001,veh1,seg1,prediction_only,-84.1572,-4.8145,30.2504,,,,,,,,,,,-84.1361,-4.3262,15.8730,1.5174,0.8453,0.1036,24.9757,0.3346,1.1937,0.4888
1.6901,T000001,veh1,seg1,position+velocity,-84.1572,-4.8145,30.2504,,,,-84.0804,-4.6983,30.2504,,,,,-84.0999,-4.5337,15.8136,0.8906,0.6805,-0.8901,25.1864,0.2208,0.8337,0.2866
1.7031,T000001,veh1,seg1,prediction_only,-83.9774,-4.9867,30.4995,,,,,,,,,,,-83.8950,-4.5222,15.8224,0.8791,0.6805,-0.8901,25.3916,0.2275,0.8601,0.4718
1.7161,T000001,veh1,seg1,prediction_only,-83.7733,-5.0461,30.7120,,,,,,,,,,,-83.6899,-4.5109,15.8312,0.8676,0.6805,-0.8901,25.5969,0.2348,0.8882,0.5417
1.7290,T000001,veh1,seg1,prediction_only,-83.5597,-4.9041,30.9685,,,,,,,,,,,-83.4848,-4.4997,15.8400,0.8560,0.6805,-0.8901,25.8024,0.2424,0.9185,0.4113
1.7420,T000001,veh1,seg1,prediction_only,-83.3778,-4.8718,31.1533,,,,,,,,,,,-83.2795,-4.4887,15.8488,0.8445,0.6805,-0.8901,26.0079,0.2506,0.9516,0.3955
1.7549,T000001,veh1,seg1,prediction_only,-83.1762,-4.8660,31.3550,,,,,,,,,,,-83.0742,-4.4778,15.8577,0.8330,0.6805,-0.8901,26.2136,0.2592,0.9879,0.4013
1.7679,T000001,veh1,seg1,prediction_only,-82.9580,-4.9895,31.6058,,,,,,,,,,,-82.8687,-4.4671,15.8665,0.8214,0.6805,-0.8901,26.4194,0.2683,1.0276,0.5300
1.7808,T000001,veh1,seg1,prediction_only,-82.7468,-5.2263,31.9230,,,,,,,,,,,-82.6631,-4.4566,15.8753,0.8099,0.6805,-0.8901,26.6252,0.2780,1.0710,0.7742
1.7926,T000001,veh1,seg1,position+velocity,-82.5561,-4.9571,32.2528,,,,-82.7930,-5.1321,31.9230,,,,,-82.6117,-4.7233,15.5160,0.1159,0.1228,-1.7975,26.8969,0.2058,0.8223,0.2403
1.8055,T000001,veh1,seg1,prediction_only,-82.3405,-4.9783,32.4695,,,,,,,,,,,-82.4107,-4.7220,15.5176,0.0926,0.1228,-1.7975,27.0979,0.2123,0.8517,0.2658
1.8185,T000001,veh1,seg1,prediction_only,-82.1671,-4.8355,32.6942,,,,,,,,,,,-82.2096,-4.7209,15.5192,0.0693,0.1228,-1.7975,27.2990,0.2193,0.8830,0.1222
1.8314,T000001,veh1,seg1,prediction_only,-82.0037,-4.7062,32.9025,,,,,,,,,,,-82.0086,-4.7202,15.5208,0.0461,0.1228,-1.7975,27.5000,0.2268,0.9167,0.0148
