scenario_id,global_track_id,vehicle_id_oracle,label,sc_speed_limit_mps,kin_speed_mean_mps,kin_speed_max_mps,kin_speed_min_mps,kin_speed_std_mps,kin_speed_p90_mps,kin_speed_over_limit_frac,kin_speed_excess_max_mps,kin_speed_excess_mean_mps,kin_speed_cv,kin_lateral_vel_mean_mps,kin_lateral_vel_max_mps,kin_speed_jump_max_mps,kin_heading_change_rate_max_rad_per_s,kin_stopped_frac,kin_stop_event_count,kin_max_stopped_steps,kin_max_stopped_duration_s,kin_accel_mean_abs_mps2,kin_accel_max_abs_mps2,kin_accel_std_mps2,kin_phys_impossible_v,kin_phys_impossible_a,kin_lateral_accel_max_mps2,kin_decel_max_mps2,kin_high_decel_frac,kin_decel_event_count,kin_jerk_max_mps3,kin_jerk_mean_abs_mps3,kin_lateral_dev_mean_m,kin_lateral_dev_max_m,kin_lateral_dev_std_m,kin_lateral_peak_to_peak_m,kin_lateral_oscillation_ratio,kin_lateral_speed_max_mps,kin_road_heading_diff_mean_rad,kf_pos_err_mean_m,kf_pos_err_max_m,kf_pos_err_std_m,kf_pos_err_p90_m,kf_track_rmse_m,kf_rolling_rmse_spike_count,kf_sigma_pos_mean_m,kf_sigma_pos_max_m,kf_consistency_ratio_mean,kf_consistency_ratio_max,kf_overconfident_frac,kf_sigma_growth_rate_during_gaps_m_per_s,kf_post_dropout_jump_m,cov_total_rows,cov_pred_only_count,cov_pred_only_frac,cov_max_consec_pred,cov_n_dropout_events,cov_duration_s,dis_das_cam_mean_m,dis_das_cam_max_m,dis_das_hat_mean_m,dis_das_hat_max_m,dis_cam_hat_mean_m,dis_cam_hat_max_m,dis_gps_hat_mean_m,dis_gps_hat_max_m,dis_das_only_err_mean_m,dis_cam_only_err_mean_m,dis_das_worse_than_cam,das_n_measurements,das_snr_mean,das_snr_min,das_snr_max,das_snr_std,das_snr_low_frac,das_sigma_mean_m,das_sigma_max_m,das_confidence_mean,das_sigma_v_mean_mps,das_accept_frac,das_skip_frac,das_W_est_std_kg,das_W_est_cv,cam_n_measurements,cam_confidence_mean,cam_confidence_min,cam_confidence_std,cam_low_conf_frac,cam_sigma_mean_m,cam_accept_frac,gps_n_measurements,gps_sigma_mean_m,aud_skip_total,aud_skip_frac,aud_skip_reason_top,aud_skip_chi2_frac,cov_das_active_frac,cov_cam_active_frac,cov_gps_active_frac,cov_multi_sensor_frac,cov_single_sensor_frac,cov_no_sensor_frac,cov_das_cam_overlap_frac,cov_das_gps_overlap_frac,cov_cam_gps_overlap_frac,cov_all_sensors_frac,cov_dominant_sensor,cov_err_das_only_m,cov_err_cam_only_m,cov_err_gps_only_m,cov_err_multi_sensor_m,cov_err_no_sensor_m,cov_fusion_benefit_vs_best_single,cov_err_cam_no_das_m,cov_err_cam_with_das_m,cov_das_fusion_benefit_m,cov_gap_frac_early,cov_gap_frac_middle,cov_gap_frac_late,cov_gap_clustering_cv,cov_high_speed_gap_frac,cov_mean_speed_at_gaps_mps,cov_das_hz_est,cov_cam_hz_est,cov_gps_hz_est,cov_das_update_share,cov_cam_update_share,cov_gps_update_share,cov_dominant_kalman_updater,cov_das_amplitude_mean,cov_das_amplitude_std,cov_das_amplitude_cv,das_amplitude_vs_dist_pearson_r,cov_das_fiber_dist_mean_m,cov_das_fiber_dist_std_m,cov_das_fiber_dist_max_m,cov_das_fiber_dist_cv,cov_das_lateral_offset_mean_m,cov_das_lateral_offset_std_m,cov_das_lateral_offset_max_m,cov_das_lateral_offset_abs_mean_m,cov_das_lateral_offset_range_m,cov_das_lateral_frac_outside_half_m,cov_das_lateral_frac_outside_1m,cov_das_lateral_sign_changes,cov_das_lateral_consistent_side_frac,cov_das_lateral_change_rate_max,iv_n_other_vehicles,iv_min_dist_m,iv_mean_min_dist_m,iv_p10_min_dist_m,iv_close_proximity_frac,iv_tailgate_proximity_frac,iv_overlap_frac,iv_overlap_duration_s,iv_ttc_min_s,iv_ttc_below_2s_frac,iv_closing_speed_max_mps,iv_time_headway_mean_s,iv_speed_proximity_ratio_max,iv_speed_excess_over_others_mps,iv_speed_ratio_to_others,iv_speed_pearson_r_traffic,iv_decel_at_min_dist_mps2,iv_rel_speed_at_min_dist_mps,iv_collision_risk_proxy,iv_others_mean_speed_when_stopped,das_W_est_kg,das_W_est_class,anomaly_score,anomaly_flag,top_feature,z_score_max
region_003/anomaly_speeding,T000001,veh001,anomaly,8.333,20.33713394269218,25.782709277731072,5.36529791344339,1.9563015383579216,21.87049536462214,0.9909808342728298,17.449709277731074,12.130718241335224,0.0961935710248339,19.389907891770008,24.3297,2.744183321772871,5.424048842381632,0.0,0,0,0.0,4.696417324578115,18.166288173427176,3.3708307258599963,0,134,16.2618,9.09145352632285,0.0744081172491544,16,6.18376076797623,0.7548036672464018,86.72897290055911,173.40823720405865,50.04030294533119,346.21809999999994,0.5769733143583509,33.461750000000244,0.0718050638868952,0.3384585118376551,1.2487,0.2190819057728424,0.63498,0.4031090847325475,18,0.2018712514092447,0.4478,1.715737857133062,6.9210019267822736,0.3280721533258173,,0.4394078418057127,887,373,0.4205186020293123,1,373,17.72,,,0.3513716216216185,2.3437000000001262,0.2031691176470711,1.0662999999999556,4.003357142857112,9.761599999999817,0.3276416666666669,0.1966191176470589,1.0,444,35.4547599099099,8.8731,208.5526,29.785373510071377,0.0,0.39909527027027,0.6714,0.7675245495495499,15.637573648648658,1.0,0.0,1737.0829831073625,0.8400951969708906,107,0.5426953271028037,0.1502,0.2203048061651571,0.2149532710280373,0.1720065420560746,1.0,21,4.452385714285716,0,0.0,,,0.5005636978579482,0.076662908680947,0.0157835400225479,0.0135287485907553,0.5659526493799324,0.4205186020293123,0.0,0.0101465614430665,0.0033821871476888,0.0,DAS,0.3280009195402302,0.2004646153846154,0.214,0.2610333333333334,0.3778597855227882,-0.0605687179487179,0.1966191176470589,,,0.4711864406779661,0.4067796610169492,0.3838383838383838,0.6233459994497461,0.7184986595174263,20.32326073461876,25.056433408577885,3.8374717832957113,0.7900677200902935,0.7762237762237763,0.187062937062937,0.0367132867132867,DAS,283.6380689189188,238.28299543512856,0.8400952535861625,0.9999999976680944,1.8194058558558568,0.695093056479875,3.661,0.3820439811396012,0.1805835585585587,0.695073961522373,1.8,0.5617515765765765,3.4610000000000003,0.4572072072072072,0.1914414414414414,19,,14.287499999999673,3,59.88742814865237,135.45060257977124,64.77255939869494,0.0,0.0,0.0,0.0,3.452156587840586,0.0,35.01831453219946,6.9308131030395685,0.3528221961625477,9.105969681949071,1.810777001434985,0.1031663361947587,-2.2065596745996694,30.089643879082384,15.693588623405182,,2067.7215979459456,car,21.577502384589813,1,cov_high_speed_gap_frac,21.577502384589813
region_003/anomaly_speeding,T000002,veh002,anomaly,8.333,8.116004246373075,12.655147180495373,1.4493845935430665,1.1982039027687863,9.449994799647556,0.2568542568542568,4.322147180495373,1.1424082229974732,0.14763470624159,6.484066907166903,11.3657,5.313589909359498,14.506991906558303,0.0,0,0,0.0,4.477426445357181,38.72499091801056,4.092082492844324,0,211,24.7316,20.8808517775921,0.0394420394420394,30,22.02844036882609,0.78085496715863,37.44786415144366,82.5391545935546,20.484854159647348,142.46129999999994,0.5470232982261455,21.86225000000142,0.2346918902908727,0.3151998075998075,1.1052,0.1908276565750328,0.57258,0.3684407652510745,22,0.2308364117364122,0.4572,1.4655155835036415,9.364758698092032,0.2294372294372294,,0.2304027366027142,2079,893,0.4295334295334295,1,893,41.56,0.4856600000000071,1.2798999999999978,0.3627273076923068,1.864599999999882,0.1611830188679296,0.9185999999999694,3.75769677419356,10.00890000000004,0.3081342857142857,0.2064223880597016,1.0,1040,29.714451923076915,7.4074,269.3347,27.532785760052803,0.0,0.4398736538461543,0.7348,0.7292399038461532,17.094152980769174,1.0,0.0,1605.7120655262793,0.926578953275938,254,0.4724996062992129,0.1517,0.2056906696495299,0.2795275590551181,0.1852224409448818,1.0,42,4.535252380952381,0,0.0,,,0.5002405002405003,0.0764790764790764,0.0149110149110149,0.0211640211640211,0.5493025493025493,0.4295334295334295,0.012025012025012,0.0067340067340067,0.0024050024050024,0.0,DAS,0.308103896103896,0.2074922480620156,0.298,0.2291681818181818,0.3431830907054873,-0.0216759337561662,0.2064223880597016,0.1938,0.0126223880597016,0.494949494949495,0.391053391053391,0.4025974025974026,0.6255655133018864,0.0,8.103477874229975,25.02406159769009,3.825794032723773,0.7459095283926853,0.7784431137724551,0.1901197604790419,0.0314371257485029,DAS,237.71560663461528,220.26229582376644,0.9265790283694932,0.999999997766362,1.9406322115384604,0.73739565802128,3.8,0.3799770268868723,-0.0275182692307692,0.7266352614541437,1.8,0.5956713461538463,3.6,0.5365384615384615,0.1769230769230769,39,,18.837499999999984,3,57.57847619180265,79.07162902197041,59.17772625610463,0.0,0.0,0.0,0.0,3.452156587840586,0.0,35.01831453219946,10.696410986387626,0.1872353910277918,-7.188869913143069,0.5302888584240184,0.3868845200000872,0.4974652366487308,23.431319110324324,15.693588623405182,,1732.946836153846,car,2.7140050050645868,0,iv_speed_excess_over_others_mps,2.7140050050645868
region_003/anomaly_speeding,T000003,veh003,anomaly,8.333,12.858665317515571,17.131572531732164,9.99680238576316,1.0772046598941316,14.345005858280476,1.0,8.798572531732164,4.525665317515564,0.0837726648369022,10.078228403361347,15.8782,2.473152055773644,7.018324770366325,0.0,0,0,0.0,5.369707062903482,50.04672475926871,7.668536278531317,0,74,31.6331,6.394826827767089,0.0672268907563025,9,18.27599782779408,0.8576543598520329,33.16961640279641,71.03084957983197,18.345691207488706,120.17399999999998,0.553087228525864,25.51250000000073,0.1110984822606176,0.2641445378151262,1.0266,0.1732824041814465,0.4955600000000001,0.3158301177223353,15,0.170566218487395,0.3236,1.648841285970729,10.188583078491336,0.2957983193277311,,0.2859574863889689,595,235,0.3949579831932773,1,235,11.88,0.4931647058823835,1.6372000000001208,0.3671352348993253,1.7536999999999807,0.1427727272727159,0.7315999999998439,3.018079999999986,11.11590000000001,0.2643032028469749,0.1964133333333332,1.0,298,31.420484563758382,11.1111,136.0939,20.874706366884947,0.0,0.41369932885906,0.6,0.7527486577181205,16.136383221476503,1.0,0.0,1217.41287531673,0.6643661501949795,137,0.4794481751824818,0.1518,0.1831513477741795,0.1970802919708029,0.1799087591240876,1.0,18,4.569827777777778,0,0.0,,,0.5008403361344538,0.1294117647058823,0.0168067226890756,0.0403361344537815,0.5647058823529412,0.3949579831932773,0.0285714285714285,0.0134453781512605,0.0016806722689075,0.0016806722689075,DAS,0.2635521897810217,0.1964133333333332,0.3086,0.243825,0.2838251063829787,-0.0474116666666667,0.1964133333333332,0.2232882352941176,-0.0268749019607843,0.404040404040404,0.3686868686868687,0.4120603015075377,0.5858313307138839,0.0,12.886905470002349,25.084175084175083,6.481481481481482,0.8417508417508417,0.6578366445916115,0.3024282560706401,0.0397350993377483,DAS,251.36388523489924,166.99764658211782,0.6643661098174812,0.9999999987018424,2.33389865771812,0.8061709856136787,3.8,0.345418162415793,-0.3338986577181206,0.8061709856136787,1.8,0.7220919463087244,3.2142,0.6040268456375839,0.3120805369127516,7,0.6342281879194631,16.427499999999984,3,34.788610313865654,55.7072702536019,40.75024822240056,0.0,0.0,0.0,0.0,4.329949147615214,0.0,29.46317871338601,4.338687052689815,0.3790016317120652,-0.8653218182864055,0.9369482199506712,0.1867658926888259,-0.0913389122860225,15.259310904048784,11.199492753418816,,1832.4426597583893,car,2.2637392103773277,0,cov_das_lateral_consistent_side_frac,2.2637392103773277
region_003/anomaly_speeding,T000004,veh004,anomaly,8.333,12.71882321834068,16.147388589180604,10.531122723147805,0.8708261430554007,13.603697616514792,1.0,7.814388589180604,4.385823218340674,0.0684675089908994,11.930972093023264,15.0641,3.035339601703475,10.587539846155186,0.0,0,0,0.0,5.496297599084224,20.32110730964236,3.942549757329238,0,83,8.4902,5.273073591623886,0.0568475452196382,7,8.608235597947669,0.8002921279907744,22.94050647997917,46.07940258397935,13.273988831719391,92.04229999999995,0.5786266682169366,25.46524999999884,0.1507429951872412,0.2755656330749355,0.8938,0.1646102977857041,0.4937,0.3208784058544128,0,0.1791819121447027,0.3238,1.601674535469846,5.970408163265305,0.2739018087855297,,0.308419757880731,387,169,0.4366925064599483,1,169,7.720000000000001,0.3031312499999927,1.112899999999854,0.34688762886597,1.3398999999999432,0.2197102564102515,0.7485000000001492,5.156549999999963,7.230599999999868,0.2712011235955055,0.1723260869565217,1.0,194,70.55192989690718,16.1455,339.5062,78.16205414369759,0.0,0.3575969072164936,0.4977,0.8256943298969073,14.37559432989688,1.0,0.0,4558.410997660445,1.1078655716138537,58,0.4533965517241379,0.152,0.2467774101560744,0.396551724137931,0.1856275862068965,1.0,6,4.391033333333334,0,0.0,,,0.5012919896640827,0.1007751937984496,0.0155038759689922,0.0516795865633074,0.5116279069767442,0.4366925064599483,0.041343669250646,0.0129198966408268,0.0025839793281653,0.0025839793281653,DAS,0.2692862068965517,0.1723260869565217,0.321,0.197645,0.3050337278106507,-0.0253189130434782,0.1723260869565217,0.15843125,0.0138948369565217,0.4031007751937984,0.4263565891472868,0.4806201550387597,0.5583840151414561,0.0,12.722092489049452,25.12953367875648,5.05181347150259,0.7772020725388601,0.751937984496124,0.2248062015503876,0.0232558139534883,DAS,564.415482474227,625.2964093621111,1.107865444478951,0.999999998490786,1.9292706185567008,0.9229842993812396,3.4271,0.4784110069906782,0.0707293814432989,0.9229842993812398,1.8,0.7908798969072155,3.2271,0.6701030927835051,0.3247422680412371,4,,13.802499999999988,3,34.788610313865654,51.09385659866272,37.53053833695071,0.0,0.0,0.0,0.0,4.002583767710343,0.0,20.276634754266304,4.030858065973992,0.3782491523134158,-1.051777950519595,0.9236214935265136,-0.1294577946688203,0.0191764390610519,12.620147199441805,11.199492753418816,,4114.588551587627,van_truck,1.8981354235538217,0,kin_lateral_vel_mean_mps,1.8981354235538217
region_010/anomaly_hard_braking,T000001,veh001,anomaly,8.333,1.407557706114391,4.581021000825034,0.0,0.7406850307669736,2.4118857152571995,0.0,0.0,0.0,0.5262200104119773,0.903227154525754,4.4199,2.9503098968430184,130.26367305029834,0.0995165860976829,260,6,0.1199999999999974,3.322656004501136,10.321361856848156,1.7680370541832118,0,76,10.1186,1.93751794622578,0.0,0,8.263197727470393,0.8457607887008888,0.1939653471166686,0.900603683947395,0.1469070318761396,1.7286000000000286,0.7573880286347036,19.73754999999036,1.5790979918366588,0.3019362393732289,0.9233,0.1532360778628177,0.5045399999999999,0.3385895361702726,16,0.2655757126187836,0.4446,1.137393699921534,3.4354199683042785,0.0778463077179529,,0.210698011582299,5999,2926,0.4877479579929988,1,2926,119.96,,,0.2749090666666667,1.1467999999999847,,,2.96272773109244,9.47519999999986,0.290168866666666,,,3000,25.744000000000188,25.744,25.744,1.883252151283453e-13,0.0,0.3941999999999784,0.3942,0.7628999999999817,15.622290833333633,1.0,0.0,5.685289513308537e-11,3.786683813249088e-14,0,,,,,,,119,4.055999999999995,0,0.0,,,0.5000833472245374,0.0,0.0198366394399066,0.0076679446574429,0.5045840973495582,0.4877479579929988,0.0,0.0076679446574429,0.0,0.0,DAS,0.2900157413676364,,0.299745205479452,0.3000021739130433,0.3140558783321935,-0.0099864325454069,,,,0.488744372186093,0.4842421210605303,0.4902548725637181,0.5786913990945987,0.0,1.4408891365702978,25.008336112037345,0.0,0.991997332444148,0.9618467457518436,0.0,0.0381532542481564,DAS,205.9520000000015,1.5066017210267624e-12,7.315305124624921e-15,,1.9987000000000803,8.061562864574214e-14,1.9987,4.0334031443307596e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,3,73.46291345740386,101.65606366008522,75.46069055349263,0.0,0.0,0.0,0.0,8.44508883991382,0.0,16.446024392339808,93.6375628044257,0.0476729353381757,-8.181145447323264,0.1467933341548659,-0.0625044856362011,-2.819562299918045,7.617761072692377,4.2725244569330165,9.53446616618621,1501.3900800000113,car,383.5243191039671,1,kin_stop_event_count,383.5243191039671
region_010/anomaly_hard_braking,T000002,veh002,anomaly,8.333,10.165249183106988,17.43982488014143,4.962452188182773,1.6521582044067484,12.477728809362704,0.8079810351639668,9.10682488014143,2.314944383509331,0.1625300250536278,6.475457447649152,15.2743,3.883758661476541,11.90946447760377,0.0,0,0,0.0,5.025555575664935,44.85196229932421,4.790136753380968,0,319,21.6288,8.761236830382227,0.066772026866851,51,21.60744323332623,0.8388367187863317,88.98273147107827,189.9504281706835,41.859542648093495,301.6666,0.4704232153369999,23.930999999996786,0.1673128651621774,0.3343726195179775,1.3714,0.2089095307272241,0.6137,0.3942473807827381,23,0.2395379691821413,0.5208,1.4664947297353508,5.95389344262295,0.2378506519162386,,0.2687712139142255,2531,1124,0.4440932437771632,1,1124,50.6,0.3773159090909013,1.2135000000000673,0.3512314375987309,1.5514000000000578,0.120407975460112,0.5072999999999865,3.2308923076923057,9.01949999999988,0.3246925531914893,0.1857058823529411,1.0,1266,30.88782725118483,8.0247,200.6173,27.38814989745467,0.0,0.4404850710900475,0.706,0.7303556082148498,17.108760900473943,1.0,0.0,1597.2769020195562,0.8866971986967473,185,0.5347421621621625,0.1507,0.2506302337752892,0.2972972972972973,0.1700578378378378,1.0,43,4.512769767441861,0,0.0,,,0.5001975503753457,0.0644014223627024,0.0154089292769656,0.024101145792177,0.5318056104306598,0.4440932437771632,0.0173844330304227,0.0047412090082971,0.0019755037534571,0.0,DAS,0.3241455371900825,0.1853526315789473,0.3196136363636364,0.2351983606557376,0.3661674377224194,-0.0498457290767902,0.1857058823529411,0.2004568181818181,-0.014750935828877,0.4211150652431791,0.4768683274021352,0.4343195266272189,0.5733342173834298,0.0,10.171295144834792,25.019762845849804,3.221343873517787,0.7707509881422926,0.8473895582329317,0.1238286479250334,0.0287817938420348,DAS,247.10261595576628,219.10518971386696,0.8866971677591988,0.9999999982719636,2.0430836492890987,0.8402723892686377,3.8,0.4112765473704489,-0.0430836492890996,0.8402723892686377,1.8,0.6992172985781995,3.6,0.6034755134281201,0.2567140600315956,37,,16.922499999997353,3,24.30125904598364,86.11757570161663,33.33345963217738,0.0,0.0,0.0,0.0,1.7434371931374752,0.0011853022520742,19.39870876136884,8.97334641771403,0.5827239507121134,3.495776522000199,1.524145865742267,0.5258439666539306,-2.557603791973945,14.82848655847858,16.01094982381878,,1801.3780852890995,car,1.8817223173766853,0,kin_lateral_dev_mean_m,1.8817223173766853
region_010/anomaly_hard_braking,T000003,veh003,anomaly,8.333,11.494136514148709,22.16611264520688,7.065500017691599,2.0797675300795766,13.793965299869791,0.9421265141318976,13.833112645206873,3.355359566363938,0.1809416068374937,5.817463526244958,14.9796,4.9525675617558775,11.34507986639588,0.0,0,0,0.0,6.045673934458622,48.69730198984334,6.521897450675455,0,137,30.4153,6.169363205328679,0.0484522207267833,12,16.064606348684595,0.9375627546174272,14.3551524531337,44.368912651413154,10.346875743458744,66.04500000000002,0.7207778375909928,20.73345000000118,0.1601230578467112,0.2850305518169582,2.228,0.2086194027347503,0.51402,0.353137217734304,19,0.1553453566621805,0.3085,1.871800429482279,12.095548317046688,0.3741588156123822,,0.2733842772394033,743,293,0.3943472409152086,1,293,14.84,0.3516533333333579,1.051300000000083,0.2812091397849412,1.7337999999999738,0.1757241758241609,0.9611999999999624,3.421221428571488,8.503200000000106,0.2764170868347341,0.2259171052631579,1.0,372,181.9825233870968,15.4321,637.2846,151.0320661156729,0.0,0.3131489247311808,0.5091,0.9149166666666668,13.048477956989275,1.0,0.0,8808.19009586604,0.8299262110703399,121,0.4909264462809917,0.1514,0.2117463064489339,0.2479338842975206,0.1795371900826445,1.0,22,4.498027272727271,0,0.0,,,0.5006729475100942,0.1224764468371467,0.0188425302826379,0.034993270524899,0.5706594885598923,0.3943472409152086,0.0201884253028263,0.0121130551816958,0.0053835800807537,0.0013458950201884,DAS,0.2777727793696277,0.2288041095890411,0.21105,0.2138,0.3145098976109216,-0.0027499999999999,0.2259171052631579,0.2235733333333333,0.0023437719298245,0.4251012145748988,0.3967611336032389,0.3614457831325301,0.6063150648222466,0.0034129692832764,11.641826532343703,25.06738544474393,6.132075471698113,0.9433962264150944,0.7223300970873786,0.2349514563106796,0.0427184466019417,DAS,1455.8601852150537,1208.2565567496038,0.8299262312549094,0.9999999954373954,1.084278763440862,0.8879834281287858,3.8,0.8189622983215586,0.3139475806451615,0.6701027809643273,1.8,0.6044120967741938,3.4885,0.5188172043010753,0.1935483870967742,20,0.739247311827957,14.825000000000312,3,24.30125904598364,42.81734955962587,26.68790124017343,0.0,0.0,0.0,0.0,1.7434371931374752,0.0040376850605652,19.39870876136884,3.886975563893073,0.5282790051155967,5.267626296722495,1.845999783631596,0.2416622120488911,-0.8024611400977416,13.817547655710172,16.01094982381878,,10613.220763935486,bus_hgv,3.0119698109834494,0,iv_speed_ratio_to_others,3.0119698109834494
region_010/anomaly_hard_braking,T000004,veh004,anomaly,8.333,7.106723763057266,11.796354947609874,2.01849896705448,1.234886954829136,8.744458087138751,0.0996104618809126,3.463354947609874,1.0909204539023665,0.1737631848374947,3.867467946577624,11.6322,3.588890119196501,14.661458894793192,0.0,0,0,0.0,4.487531285674033,20.083808037322008,2.8918899215504545,0,180,17.0592,8.627024953741673,0.0395102949360044,24,9.94307688624554,0.8105733434224416,27.19676757410253,85.0730052309404,17.75142797205829,109.56940000000004,0.652703595149361,21.96049999999931,0.2320213127711259,0.3162272676683355,1.3209,0.1917724651731819,0.5836,0.369805215780217,20,0.2296886477462438,0.4491,1.4377677154870845,7.609345794392524,0.2047857540345019,,0.2201529468186392,1797,778,0.432943795214246,1,778,35.919999999999995,0.5610749999999882,1.132699999999886,0.3188184649610708,1.4074999999998,0.1267874999999927,0.8148999999998523,3.0322500000000026,10.177000000000136,0.3042884399551063,0.19553125,1.0,899,28.304234927697483,10.4938,262.3457,20.11502207279983,0.0,0.4202824249165747,0.6174,0.7436349276974414,16.451239377085667,1.0,0.0,1173.1080872856858,0.7106718172804606,133,0.5434248120300752,0.168,0.2423831547320916,0.2481203007518796,0.1643654135338346,1.0,28,4.450864285714286,0,0.0,,,0.5002782415136339,0.0667779632721202,0.0144685587089593,0.0144685587089593,0.5525876460767947,0.432943795214246,0.0044518642181413,0.0077907623817473,0.0022259321090706,0.0,DAS,0.3041185860889392,0.1901388888888889,0.2474625,0.2805499999999999,0.349279434447301,-0.090411111111111,0.19553125,0.1901,0.0054312499999999,0.4908180300500834,0.3956594323873121,0.4123539232053422,0.618971466645597,0.0,7.176834894108993,25.02783964365257,3.3407572383073503,0.7238307349665926,0.8481132075471698,0.1254716981132075,0.0264150943396226,DAS,226.4338759733036,160.92017186165597,0.710671807254796,0.9999999985554314,2.323565628476085,0.6690551288519643,3.8,0.2879432888197634,-0.323565850945495,0.6690549971082221,1.8,0.6030519466073414,3.6,0.5072302558398221,0.2057842046718576,28,0.6985539488320356,17.51249999999998,3,73.53797185808175,110.01368517279056,81.06753942724914,0.0,0.0,0.0,0.0,9.655068745117635,0.0,11.917327821723337,16.078692254720654,0.1587126278821422,-0.5822573713994297,0.9242737937292946,0.2723344934945171,-0.0,8.283431317735243,3.4027522714536773,,1650.7029809833175,car,1.535859843480587,0,iv_n_other_vehicles,1.535859843480587
region_020/anomaly_stalled_vehicle,T000001,veh001,anomaly,8.333,1.3874548430749554,4.618473995812903,0.0,0.7244204880495503,2.356884572409557,0.0,0.0,0.0,0.5221218489850443,0.8710059509918311,3.7294,2.477702465604619,128.984452375459,0.0993498916486081,255,6,0.1199999999999974,3.231598256909844,10.550433013388597,1.6818436418391398,0,42,8.5552,2.1857526258128184,0.0,0,7.811471713393068,0.79103046677492,0.1914126446311922,0.8673289714953398,0.143478397937175,1.6868999999999232,0.7495763835958937,19.591950000003266,1.5802677042060962,0.3021197032838809,1.118,0.1552422492659922,0.5096200000000001,0.3396652082673236,31,0.27510498416402,0.4649,1.0987761331960637,3.988553987027853,0.0685114185697616,,0.20756615194153,5999,2999,0.4999166527754626,1,2999,119.96,,,0.2790195333333346,1.2702000000000453,,,,,0.2905548333333338,,,3000,24.0054999999994,24.0055,24.0055,6.04062010789032e-13,0.0,0.4082000000000021,0.4082,0.75,16.065942900000813,1.0,0.0,8.800828166601615e-11,6.2863024207223e-14,0,,,,,,,0,,0,0.0,,,0.5000833472245374,0.0,0.0,0.0,0.5000833472245374,0.4999166527754626,0.0,0.0,0.0,0.0,DAS,0.2905548333333338,,,,0.313688429476492,,,,,0.4997498749374687,0.5002501250625313,0.4997501249375312,0.5773502369007016,0.0,1.4179823402615714,25.008336112037345,0.0,0.0,1.0,0.0,0.0,DAS,192.0438999999976,2.416248043156128e-12,1.2581748460410138e-14,-1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,3,5.213079703975343,10.515647367019858,6.121948297693189,0.9024837472912152,0.0,0.0,0.0,1.0081784349326135,0.024837472912152,14.777377082571608,10.000650404168148,0.7222836894161639,-3.3554131522123747,0.29253499031674,-0.0169159542973359,-3.9258332857086473,7.322854437081864,13.922405715414795,3.443215441662257,1400.000759999965,car,376.1389107047215,1,kin_stop_event_count,376.1389107047215
region_020/anomaly_stalled_vehicle,T000002,veh002,anomaly,8.333,2.9804730962113606,13.605643648133666,0.024298971171636,2.624354550431772,5.711064785280258,0.0638439739956659,5.272643648133666,2.8677635536014563,0.8805161012081371,1.8836289214869195,8.1021,3.733127868359452,117.4694579644454,0.0395065844307384,107,8,0.1599999999999966,4.742354802548309,15.884751323517785,2.729088884903684,0,710,15.6419,7.816039316771472,0.0093504758724327,23,14.068089911589006,0.9493202578044552,1.4281944951596035,13.154786414402563,2.047949589311789,15.846200000000067,1.433943063254089,23.16194999999791,1.4358943411806984,0.3862520086681111,1.4732,0.2236458670088927,0.6888999999999997,0.4463179924617261,65,0.2942866811135205,0.5501,1.3572178131397383,5.204125177809388,0.1816969494915819,,0.2313786285273564,5999,2966,0.4944157359559926,1,2966,119.96,0.4235333333333377,1.396600000000035,0.3120280333333345,1.8315000000000048,0.0858148936170103,0.4732999999999947,3.0703374999999795,6.760099999999966,0.3675260636515903,0.2408781249999999,1.0,3000,29.65751689999996,7.4074,185.1852,27.23445325274853,0.0,0.4483436999999959,0.7348,0.7230295000000002,17.425472266666524,1.0,0.0,1588.3133137002917,0.9182984989801511,50,0.516714,0.1503,0.2236770777395897,0.22,0.1665719999999999,1.0,8,4.4939,0,0.0,,,0.5000833472245374,0.0078346391065177,0.0013335555925987,0.0035005834305717,0.5020836806134356,0.4944157359559926,0.0025004167361226,0.001000166694449,0.0003333888981496,0.0001666944490748,DAS,0.3675454026845629,0.2373612903225806,0.118,0.2078285714285714,0.4079568105192185,-0.0898285714285714,0.2408781249999999,0.1489666666666666,0.0919114583333333,0.4832416208104052,0.5002501250625313,0.4997501249375312,0.5667284775479803,0.0,2.941083528966036,25.008336112037345,0.3917972657552516,0.0666888962987662,0.9810333551340744,0.0163505559189012,0.0026160889470241,DAS,237.26013210000028,217.875621814674,0.9182984932455648,0.999999998180336,1.987175,0.8063735917870274,3.8,0.4057889173258658,0.0128249666666668,0.8063736233989207,1.8,0.6547948333333343,3.6,0.5503333333333333,0.24,105,,17.590000000000376,3,5.213079703975343,10.025262980070506,6.014961593572771,0.9024837472912152,0.0,0.0,0.0,1.0081784349326135,0.0433405567594599,19.56374645857965,4.153987279720121,1.2908880291065994,-1.2313888146971683,0.70763789489206,0.5278778525180717,-6.9467211208729305,4.87268981862487,33.54392321245459,2.2098879253093857,1729.626385607998,car,157.53082208705146,1,kin_stop_event_count,157.53082208705146
