scenario_id,global_track_id,vehicle_id_oracle,sc_n_vehicles,sc_n_frozen,sc_n_speeding,sc_n_collision,sc_n_weaving,sc_n_straddling,sc_n_braking_override,sc_n_tailgating,sc_weight_kg_list,sc_speed_limit_mps,sc_has_das,sc_das_fiber_offset_m,sc_das_d0_m,sc_das_noise_std,sc_das_snr_th,sc_anomaly_type,kin_speed_mean_mps,kin_speed_max_mps,kin_speed_std_mps,kin_speed_over_limit_frac,kin_accel_mean_abs_mps2,kin_accel_max_abs_mps2,kin_accel_std_mps2,kin_phys_impossible_v,kin_phys_impossible_a,kin_lateral_dev_mean_m,kin_lateral_dev_max_m,kin_lateral_dev_std_m,kin_lateral_oscillation_ratio,kf_pos_err_mean_m,kf_pos_err_max_m,kf_pos_err_std_m,kf_pos_err_p90_m,kf_track_rmse_m,kf_rolling_rmse_spike_count,kf_sigma_pos_mean_m,kf_sigma_pos_max_m,kf_consistency_ratio_mean,kf_consistency_ratio_max,kf_overconfident_frac,cov_total_rows,cov_pred_only_count,cov_pred_only_frac,cov_max_consec_pred,cov_n_dropout_events,cov_duration_s,dis_das_cam_mean_m,dis_das_cam_max_m,dis_das_hat_mean_m,dis_das_hat_max_m,dis_cam_hat_mean_m,dis_cam_hat_max_m,dis_gps_hat_mean_m,dis_gps_hat_max_m,dis_das_only_err_mean_m,dis_cam_only_err_mean_m,dis_das_worse_than_cam,das_n_measurements,das_snr_mean,das_snr_min,das_snr_max,das_snr_std,das_snr_low_frac,das_sigma_mean_m,das_sigma_max_m,das_confidence_mean,das_sigma_v_mean_mps,das_accept_frac,das_skip_frac,cam_n_measurements,cam_confidence_mean,cam_confidence_min,cam_confidence_std,cam_low_conf_frac,cam_sigma_mean_m,cam_accept_frac,gps_n_measurements,gps_sigma_mean_m,aud_skip_total,aud_skip_frac,aud_skip_reason_top,das_W_est_kg,das_W_est_class,das_declared_weight_kg,das_declared_weight_class,das_weight_ratio,das_weight_anomaly
sample_baseline,T000001,veh1,,,,,,,,,,,,,,,8.0,unknown,14.945899761913116,16.482793380370936,1.0526539356970799,,1.8627665255720798,10.375368603090688,1.624913120149278,0,3,3.3787306145833336,12.32373875,2.8064921361598594,0.8306350686990052,0.4227970833333333,1.7107,0.30873933480102944,0.8119999999999998,0.5231445153667706,7,0.39435125,1.0621,1.0677375934418478,3.1065255731922403,0.07916666666666666,240,110,0.4583333333333333,11,34,11.95,0.5327307692307696,1.3191000000000006,0.27123225806451623,0.9915999999999983,0.19772051282051392,0.9079999999999977,2.834169230769231,7.432000000000002,0.31277625000000003,0.3045269230769231,1,93,22.979206451612896,10.9372,50.1802,9.889360936520822,0.0,0.44319139784946243,0.6048,0.7190161290322582,13.615070967741936,1.0,0.0,39,0.41199743589743587,0.204,0.13144818368183092,0.28205128205128205,0.3252358974358974,1.0,13,2.7979999999999996,0,0.0,,,unknown,,unknown,,
