t,global_track_id,vehicle_id_oracle,segment_id,update_kind,true_x,true_y,true_distance_m,gps_x,gps_y,gps_distance_m,cam_x,cam_y,cam_distance_m,das_x,das_y,das_fiber_position_m,das_distance_m,x_hat,y_hat,vx_hat,vy_hat,ax_hat,ay_hat,distance_hat_m,sigma_pos_m,sigma_vel_mps,pos_err_m
9.8500,T000001,veh1,seg2,position+velocity,38.2213,-10.5337,154.7663,,,,,,,38.3915,-11.0730,34.9074,154.7663,38.0910,-10.8507,12.6111,-5.2566,-0.7284,-1.4272,154.2895,0.3221,1.6233,0.3427
9.9000,T000001,veh1,seg2,position+velocity,38.9058,-10.5948,155.4536,,,,38.9666,-10.3719,155.4536,38.4703,-9.7950,35.5859,154.7663,38.6671,-10.5789,12.3623,-3.0829,-1.1666,3.4760,154.9265,0.2869,1.4605,0.2393
9.9500,T000001,veh1,seg2,position+velocity,39.5432,-10.8393,156.1362,,,,,,,39.7250,-11.0299,36.2638,156.1362,39.4266,-10.8418,12.9074,-3.4277,0.1682,2.2422,155.7302,0.2924,1.5170,0.1166
10.0000,T000001,veh1,seg2,position+velocity,40.2679,-10.7376,156.8680,,,,40.6852,-10.6961,157.5582,40.4007,-10.9541,36.9412,156.8680,40.2255,-10.9622,13.5106,-3.1134,1.3710,2.6857,156.5382,0.2655,1.4092,0.2285
10.0500,T000001,veh1,seg2,position+velocity,40.8905,-11.0353,157.5582,,,,,,,41.2257,-11.3207,37.6180,157.5582,40.9977,-11.1780,13.9695,-3.2497,2.2101,2.0839,157.3399,0.2725,1.4790,0.1784
10.1000,T000001,veh1,seg2,position+velocity,41.6052,-10.9685,158.2760,,,,,,,41.3262,-11.3204,38.2942,158.2760,41.5539,-11.3274,13.4231,-3.0873,0.6821,2.2404,157.9158,0.2698,1.5030,0.3625
10.1500,T000001,veh1,seg2,position+velocity,42.1126,-11.7156,159.1791,,,,,,,42.4657,-11.9403,38.9699,159.8661,42.2933,-11.5993,13.7730,-3.5168,1.4294,1.0002,158.7037,0.2899,1.5934,0.2149
10.2000,T000001,veh1,seg2,position+velocity,42.7358,-12.0049,159.8661,,,,,,,42.7703,-11.6573,39.6451,159.8661,42.9219,-11.7345,13.5577,-3.2724,0.7624,1.4750,159.3466,0.3106,1.6666,0.3283
10.2500,T000001,veh1,seg2,position+velocity,43.3414,-12.3615,160.5689,,,,,,,43.0125,-12.1221,40.3199,159.8661,43.4461,-11.9588,12.9186,-3.4786,-0.7303,0.8452,159.9168,0.3330,1.7318,0.4161
10.3000,T000001,veh1,seg2,position+velocity,44.0132,-12.4553,161.2472,,,,44.1805,-12.4439,161.2472,44.0938,-11.9863,40.9941,161.2472,44.1135,-12.1231,13.0006,-3.3817,-0.4268,1.0004,160.6041,0.3131,1.5803,0.3471
10.3500,T000001,veh1,seg2,position+velocity,44.6700,-12.6064,161.9212,,,,,,,43.9034,-13.1911,41.6679,161.2472,44.5243,-12.5444,11.9895,-4.3904,-2.5142,-1.2484,161.1925,0.3286,1.6383,0.1584
10.4000,T000001,veh1,seg2,position+velocity,45.3176,-12.7920,162.5949,,,,,,,45.0604,-12.5809,42.3413,162.5949,45.1175,-12.6958,11.8804,-4.1347,-2.4152,-0.5098,161.8048,0.3411,1.6817,0.2221
10.4500,T000001,veh1,seg2,position+velocity,46.0236,-12.7461,163.3023,,,,,,,46.5082,-11.9569,43.0142,163.3023,45.9886,-12.5767,12.9117,-2.8282,0.0235,2.2874,162.6840,0.3411,1.6828,0.1729
10.5000,T000001,veh1,seg2,position+velocity,46.5369,-13.4569,164.1792,,,,,,,46.7361,-13.1472,43.6867,164.1792,46.6498,-12.8396,12.9554,-3.2464,0.0691,1.1114,163.3955,0.3617,1.7544,0.6275
10.5500,T000001,veh1,seg2,position+velocity,47.1904,-13.6144,164.8513,,,,,,,47.0851,-14.0000,44.3588,164.8513,47.2357,-13.2758,12.7051,-4.2899,-0.4688,-1.1590,164.1259,0.3773,1.8025,0.3417
10.6000,T000001,veh1,seg2,position+velocity,47.7904,-13.9806,165.5543,,,,,,,46.7711,-14.5479,45.0306,164.8513,47.5778,-13.7604,11.5205,-5.3922,-2.8564,-3.2604,164.7191,0.3960,1.8573,0.3061
10.6500,T000001,veh1,seg2,position+velocity,48.5288,-13.8007,166.3143,,,,,,,48.7203,-14.1788,45.7019,166.3143,48.3674,-14.0628,12.2716,-5.6297,-0.9486,-3.3321,165.5646,0.3948,1.8453,0.3078
10.7000,T000001,veh1,seg2,position+velocity,49.2293,-13.7683,167.0155,,,,49.4130,-14.5022,167.0155,49.5112,-13.7494,46.3729,167.0155,49.1995,-14.1348,13.0555,-4.8671,0.6835,-1.2512,166.3999,0.3455,1.6304,0.3678
10.7500,T000001,veh1,seg2,position+velocity,49.9042,-13.8354,167.6938,,,,,,,49.5956,-14.8319,47.0436,167.6938,49.7615,-14.5367,12.7181,-5.5568,-0.1032,-2.5609,167.0908,0.3445,1.6660,0.7157
10.8000,T000001,veh1,seg2,position+velocity,50.5220,-14.1262,168.3765,,,,,,,50.4901,-13.9304,47.7139,168.3765,50.4295,-14.5390,12.8498,-4.5699,0.1972,-0.2327,167.7589,0.3500,1.7166,0.4230
10.8500,T000001,veh1,seg2,position+velocity,51.1429,-14.4033,169.0564,,,,,,,50.9555,-14.6050,48.3839,169.0564,51.0362,-14.7334,12.7119,-4.4771,-0.1164,-0.0790,168.3959,0.3593,1.7705,0.3469
10.9000,T000001,veh1,seg2,position+velocity,51.8649,-14.2808,169.7888,,,,51.1848,-13.8331,169.0564,51.8456,-14.1449,49.0536,169.7888,51.6818,-14.5844,12.7749,-3.0125,0.0791,2.9075,169.0585,0.3243,1.6167,0.3545
10.9500,T000001,veh1,seg2,position+velocity,52.5124,-14.4514,170.4583,,,,,,,52.6682,-15.0648,49.7231,170.4583,52.4245,-14.8451,13.1849,-3.3522,0.8984,1.8495,169.8456,0.3292,1.6707,0.4034
11.0000,T000001,veh1,seg2,position+velocity,53.2323,-14.3365,171.1874,,,,,,,53.3331,-14.3151,50.3926,171.1874,53.1706,-14.7449,13.5630,-2.1488,1.5632,4.2204,170.5984,0.3218,1.6761,0.4131
11.0500,T000001,veh1,seg2,position+velocity,53.8568,-14.5975,171.8642,,,,,,,54.6334,-14.3273,51.0621,172.5521,54.1172,-14.6788,14.7525,-1.2611,3.9111,5.6044,171.5473,0.3224,1.7003,0.2728
11.1000,T000001,veh1,seg2,position+velocity,54.5445,-14.6097,172.5521,,,,,,,54.6836,-14.7498,51.7317,172.5521,54.7774,-14.7512,14.5519,-1.0803,2.9826,5.3372,172.2114,0.3166,1.6949,0.2725
11.1500,T000001,veh1,seg2,position+velocity,55.1917,-14.7811,173.2216,,,,,,,55.5162,-14.5265,52.4012,173.2216,55.5141,-14.6976,14.7320,-0.3755,3.0627,6.2812,172.9501,0.3139,1.6946,0.3330
11.2000,T000001,veh1,seg2,position+velocity,55.7938,-15.1306,173.9177,,,,,,,55.8608,-15.2396,53.0707,173.9177,56.1233,-14.8902,14.3094,-0.8700,1.8174,4.5108,173.5890,0.3207,1.7205,0.4079
11.2500,T000001,veh1,seg2,position+velocity,56.3715,-15.5757,174.6470,,,,,,,56.2479,-16.0538,53.7402,174.6470,56.6731,-15.2504,13.6804,-2.0351,0.2961,1.5556,174.2463,0.3368,1.7692,0.4437
11.3000,T000001,veh1,seg2,position+velocity,57.0081,-15.7891,175.3184,,,,,,,57.0656,-16.3828,54.4098,175.3184,57.2789,-15.6461,13.3779,-3.1932,-0.3358,-0.9914,174.9699,0.3505,1.7997,0.3063
11.3500,T000001,veh1,seg2,position+velocity,57.7595,-15.5502,176.1070,,,,,,,57.4345,-15.9393,55.0793,175.3184,57.7494,-15.8365,12.5333,-3.3166,-2.0484,-1.0454,175.4774,0.3407,1.7473,0.2864
11.4000,T000001,veh1,seg2,position+velocity,58.4568,-15.5247,176.8047,,,,,,,58.0259,-15.2238,55.7488,176.1070,58.2365,-15.6695,11.8757,-1.9445,-3.1665,1.9706,175.9923,0.3241,1.6848,0.2636
11.4500,T000001,veh1,seg2,position+velocity,58.9674,-16.2340,177.6787,,,,,,,60.2405,-17.8556,56.4183,179.0562,59.2489,-16.3923,13.5245,-4.5387,0.6860,-3.7836,177.2362,0.3378,1.7337,0.3229
11.5000,T000001,veh1,seg2,position+velocity,59.5622,-16.6121,178.3834,,,,,,,60.0177,-14.9977,57.0879,177.6787,59.9288,-16.1374,13.5247,-2.6066,0.5215,0.8315,177.9624,0.3560,1.7895,0.5999
11.5500,T000001,veh1,seg2,position+velocity,60.1950,-16.8403,179.0562,,,,,,,61.4985,-17.1383,57.7574,180.4144,60.8623,-16.5461,14.6145,-3.7793,2.7371,-1.8106,178.9815,0.3718,1.8302,0.7293
11.6000,T000001,veh1,seg2,position+velocity,60.8666,-16.9158,179.7320,,,,,,,61.3711,-15.4988,58.4269,180.4144,61.5075,-16.3236,14.3560,-2.1459,1.8566,1.8118,179.6640,0.3793,1.8397,0.8727
11.6500,T000001,veh1,seg2,position+velocity,61.5480,-16.9526,180.4144,,,,,,,60.7699,-18.2999,59.0964,179.7320,61.7189,-17.1091,12.3987,-4.8521,-2.3323,-4.0141,180.4775,0.3778,1.8235,0.2318
11.7000,T000001,veh1,seg2,position+velocity,62.2431,-16.9357,181.1097,,,,,,,61.7310,-16.6188,59.7659,180.4144,62.1325,-17.0395,11.5244,-3.7033,-3.7616,-1.1010,180.8969,0.3673,1.7862,0.1517
11.7500,T000001,veh1,seg2,position+velocity,62.9054,-17.0477,181.7814,,,,,,,63.2419,-16.7224,60.4355,181.7814,62.9192,-17.0476,12.2293,-3.0679,-1.8722,0.2625,181.6836,0.3577,1.7622,0.0138
11.8000,T000001,veh1,seg2,position+velocity,63.5200,-17.3477,182.4653,,,,,,,63.2084,-17.1596,61.1050,181.7814,63.4109,-17.1953,11.6404,-3.0527,-2.9355,0.2278,182.1970,0.3580,1.7748,0.1874
11.8500,T000001,veh1,seg2,position+velocity,64.2014,-17.3847,183.1477,,,,,,,63.8772,-17.1948,61.7745,183.1477,63.9541,-17.2928,11.3642,-2.8200,-3.1776,0.6831,182.7489,0.3525,1.7676,0.2638
11.9000,T000001,veh1,seg2,position+velocity,64.7937,-17.7725,183.8556,,,,,,,65.0375,-18.8426,62.4440,183.8556,64.6858,-17.8846,11.8980,-4.6472,-1.7236,-3.2108,183.6900,0.3591,1.7988,0.1556
11.9500,T000001,veh1,seg2,position+velocity,65.5086,-17.6774,184.5769,,,,,,,66.0245,-17.6630,63.1136,185.2656,65.5485,-17.9210,12.9004,-3.9157,0.5007,-1.2230,184.5534,0.3519,1.7804,0.2469
12.0000,T000001,veh1,seg2,position+velocity,66.1178,-17.9988,185.2656,,,,,,,65.4892,-19.2829,63.7831,185.2656,65.9439,-18.5177,11.8579,-5.6487,-1.7853,-4.7456,185.2692,0.3547,1.7953,0.5473
